Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
6,1,0,2,1650,1,125,999,101.28,43,4
7,1,0,2,1650,9,113,1133,101.45,10,4
8,1,0,2,1650,10,120,1030,101.46,6.7,4
9,1,0,2,1650,6,128,1073,101.59,47,4
9,1,0,2,1650,8,125,1064,101.59,24,4
11,1,0,2,1650,7,131,1105,101.6,6.9,4
12,1,0,2,1650,12,132,1153,101.94,17,4
1,1,0,2,1000,5,123,1136,57.73,7.9,3
2,1,0,2,1000,10,116,1163,57.84,17,3
3,1,0,2,1000,4,125,1123,57.88,5.7,3
4,1,0,2,1000,11,111,1160,58.07,5.9,3
5,1,0,2,1000,6,124,1167,58.09,16,3
6,1,0,2,1000,8,133,1020,58.15,9.5,3
7,1,0,2,1000,3,125,1124,58.15,25,3
8,1,0,2,1000,9,114,1124,58.18,12,3
9,1,0,2,1000,7,125,1170,58.18,12,3
10,1,0,2,1000,1,130,1118,58.2,3.4,3
11,1,0,2,1000,2,114,1267,58.29,31,3
1,1,0,2,1200,3,121,1133,70.12,3.5,3
2,1,0,2,1200,8,116,1085,70.27,28,3
3,1,0,2,1200,10,110,1055,70.32,9,3
4,1,0,2,1200,5,124,1075,70.41,9.5,3
5,1,0,2,1200,1,120,1049,70.47,12,3
6,1,0,2,1200,4,123,1181,70.51,5.7,3
7,1,0,2,1200,9,127,1145,70.55,6,3
8,1,0,2,1200,2,133,1170,70.58,13,3
9,1,0,2,1200,12,133,1020,70.67,40,3
10,1,0,2,1200,6,119,1159,70.78,59,3
11,1,0,2,1200,11,116,1044,70.87,57,3
12,1,0,2,1200,7,122,1139,71.02,8.3,3
1,1,0,2,1650,6,119,1048,100.18,6.1,2
2,1,0,2,1650,11,124,1083,100.3,4,2
3,1,0,2,1650,12,116,1135,100.4,15,2
4,1,0,2,1650,7,121,1095,100.43,28,2
5,1,0,2,1650,2,116,1098,100.76,41,2
6,1,0,2,1650,9,111,1066,100.76,13,2
7,1,0,2,1650,1,117,1253,100.78,4,2
8,1,0,2,1650,5,133,970,100.84,18,2
9,1,0,2,1650,3,128,1100,100.86,12,2
10,1,0,2,1650,4,115,1237,101.23,45,2
11,1,0,2,1650,10,119,988,101.4,15,2
12,1,0,2,1650,8,128,1125,101.56,7.7,2
1,1,0,2,1800,8,121,1023,111,5,5
2,1,0,2,1800,3,133,1171,111.18,5.6,5
3,1,0,2,1800,7,127,1165,111.23,13,5
4,1,0,2,1800,9,130,1054,111.3,14,5
5,1,0,2,1800,4,129,1161,111.54,3.7,5
6,1,0,2,1800,12,122,988,111.7,11,5
7,1,0,2,1800,2,133,1035,111.76,17,5
8,1,0,2,1800,5,122,1057,111.9,13,5
9,1,0,2,1800,10,114,1167,112.14,59,5
10,1,0,2,1800,1,117,1116,112.15,12,5
11,1,0,2,1800,6,122,1032,112.32,13,5
12,1,0,2,1800,11,129,1017,113.46,25,5
1,1,0,2,1200,11,123,1116,69.98,10,4
2,1,0,2,1200,8,127,1062,70.03,12,4
3,1,0,2,1200,10,115,1011,70.28,17,4
4,1,0,2,1200,12,122,1110,70.35,22,4
5,1,0,2,1200,5,119,1188,70.47,10,4
6,1,0,2,1200,1,127,1090,70.47,20,4
7,1,0,2,1200,9,123,1091,70.47,38,4
8,1,0,2,1200,2,123,1059,70.66,10,4
9,1,0,2,1200,4,113,1033,70.78,19,4
10,1,0,2,1200,6,121,1067,70.85,5.3,4
11,1,0,2,1200,7,133,1040,71.08,4.4,4
12,1,0,2,1200,3,125,1022,71.29,4.9,4
1,1,0,2,1200,2,125,1086,69.65,2.2,4
2,1,0,2,1200,8,121,1154,70.18,23,4
3,1,0,2,1200,5,118,1155,70.23,11,4
4,1,0,2,1200,12,119,1199,70.24,12,4
5,1,0,2,1200,3,111,1034,70.34,50,4
6,1,0,2,1200,4,122,1130,70.43,8.9,4
7,1,0,2,1200,10,126,1030,70.47,7.4,4
8,1,0,2,1200,1,113,1083,70.48,289,4
9,1,0,2,1200,6,125,1042,70.51,5.7,4
10,1,0,2,1200,11,133,1207,70.66,18,4
11,1,0,2,1200,7,129,1092,70.81,23,4
12,1,0,2,1200,9,118,1052,72.66,247,4
1,1,0,2,1650,8,124,1044,99.67,2.4,3
2,1,0,2,1650,9,115,1277,99.93,4.9,3
3,1,0,2,1650,3,117,1185,100.03,22,3
4,1,0,2,1650,6,114,1110,100.07,39,3
5,1,0,2,1650,5,130,1046,100.16,5.5,3
6,1,0,2,1650,10,133,1148,100.46,21,3
7,1,0,2,1650,2,114,1265,100.55,23,3
8,1,0,2,1650,1,123,1122,100.57,14,3
9,1,0,2,1650,7,117,1137,100.63,8.6,3
10,1,0,2,1650,4,120,1081,103.65,14,3
1,1,0,2,1650,3,122,1169,101.22,7,4
2,1,0,2,1650,6,124,1109,101.51,24,4
3,1,0,2,1650,5,116,1090,101.59,7,4
4,1,0,2,1650,4,123,1139,101.66,12,4
5,1,0,2,1650,11,124,1056,101.68,11,4
6,1,0,2,1650,12,124,1107,101.73,25,4
7,1,0,2,1650,1,123,1169,101.75,14,4
8,1,0,2,1650,10,120,1145,101.75,3.4,4
9,1,0,2,1650,8,122,1121,101.82,6.3,4
10,1,0,2,1650,2,123,1043,101.99,26,4
11,1,0,2,1650,7,121,1110,102.01,33,4
12,1,0,2,1650,9,130,1085,102.55,10,4
1,1,0,2,1200,1,111,1156,69.69,5.3,3
2,1,0,2,1200,3,123,1188,69.73,7.4,3
3,1,0,2,1200,8,124,1177,69.91,6.5,3
4,1,0,2,1200,5,117,1142,70.02,7.2,3
5,1,0,2,1200,7,122,1149,70.16,5.7,3
6,1,0,2,1200,9,111,1047,70.47,12,3
7,1,0,2,1200,2,129,1040,70.52,47,3
8,1,0,2,1200,11,118,1145,70.7,161,3
9,1,0,2,1200,6,133,1179,70.98,11,3
10,1,0,2,1200,4,127,1052,70.99,6.6,3
11,1,0,2,1200,12,109,1043,71.29,96,3
12,1,0,2,1200,10,120,1161,71.91,14,3
1,1,0,2,1200,4,111,1112,69.74,5.9,3
2,1,0,2,1200,2,119,1064,69.94,10,3
3,1,0,2,1200,7,116,1091,69.94,14,3
4,1,0,2,1200,3,124,1206,69.95,4.1,3
5,1,0,2,1200,8,133,1006,70.25,26,3
6,1,0,2,1200,11,127,1095,70.31,6.5,3
7,1,0,2,1200,10,114,1083,70.32,6.7,3
8,1,0,2,1200,1,117,1150,70.36,8.2,3
9,1,0,2,1200,6,133,1236,70.51,14,3
10,1,0,2,1200,12,113,1040,70.52,80,3
11,1,0,2,1200,9,123,1192,71.53,35,3
12,1,0,2,1200,5,125,1205,71.62,14,3
1,1,0,2,1800,2,121,1091,110.15,3.2,3
2,1,0,2,1800,7,111,1157,110.2,4.7,3
3,1,0,2,1800,6,128,1152,110.45,9.7,3
4,1,0,2,1800,5,131,1026,110.5,31,3
5,1,0,2,1800,3,133,1061,110.6,11,3
6,1,0,2,1800,4,121,1063,110.96,3.4,3
7,1,0,2,1800,1,117,1090,111.32,5.8,3
1,1,0,2,1650,4,129,1132,102,3.6,4
2,1,0,2,1650,3,114,1148,102.21,4.3,4
3,1,0,2,1650,1,133,1044,102.23,4.8,4
4,1,0,2,1650,2,119,1016,102.27,9.6,4
5,1,0,2,1650,12,127,1040,102.44,13,4
6,1,0,2,1650,5,121,1105,102.44,23,4
7,1,0,2,1650,9,115,1032,102.51,15,4
8,1,0,2,1650,10,126,1131,102.65,20,4
9,1,0,2,1650,8,111,1002,102.67,19,4
10,1,0,2,1650,6,128,1040,102.73,91,4
11,1,0,2,1650,7,126,1122,102.81,9.7,4
1,1,0,2,1200,9,119,1051,70.77,12,4
2,1,0,2,1200,5,132,1131,70.77,1.9,4
3,1,0,2,1200,3,125,1043,70.89,7.2,4
4,1,0,2,1200,1,126,1078,71.03,14,4
5,1,0,2,1200,2,133,1090,71.05,7.8,4
6,1,0,2,1200,6,124,1080,71.2,13,4
7,1,0,2,1200,7,125,1067,71.27,20,4
8,1,0,2,1200,8,122,1082,71.46,16,4
9,1,0,2,1200,11,123,1260,71.46,135,4
10,1,0,2,1200,10,120,1063,71.47,12,4
10,1,0,2,1200,4,111,1073,71.47,124,4
12,1,0,2,1200,12,117,1059,72.02,106,4
1,1,0,2,1200,6,133,1137,70.78,5.9,4
2,1,0,2,1200,2,127,1096,70.83,4.3,4
3,1,0,2,1200,3,116,1180,71.04,22,4
4,1,0,2,1200,12,126,1043,71.06,32,4
5,1,0,2,1200,11,133,1159,71.15,16,4
6,1,0,2,1200,7,125,1038,71.27,13,4
7,1,0,2,1200,10,129,1061,71.4,12,4
8,1,0,2,1200,5,118,1140,71.48,4.2,4
9,1,0,2,1200,4,125,1056,71.49,11,4
10,1,0,2,1200,9,126,1168,71.51,15,4
11,1,0,2,1200,1,116,1069,71.85,11,4
12,1,0,2,1200,8,119,1081,71.99,18,4
1,1,0,2,1200,5,127,1143,70.49,4.8,3
2,1,0,2,1200,3,110,1053,70.57,3.7,3
3,1,0,2,1200,2,124,1087,70.72,12,3
4,1,0,2,1200,6,121,1041,70.91,23,3
5,1,0,2,1200,1,123,1017,70.94,9.4,3
6,1,0,2,1200,8,118,1055,70.96,9.1,3
7,1,0,2,1200,7,127,1093,71.02,11,3
8,1,0,2,1200,10,116,1166,71.06,19,3
9,1,0,2,1200,12,122,1086,71.17,5.6,3
10,1,0,2,1200,9,128,1130,71.49,100,3
11,1,0,2,1200,4,122,1031,71.89,15,3
12,1,0,2,1200,11,119,1074,72.21,182,3
1,1,0,2,1800,2,119,1070,110.48,1.8,2
2,1,0,2,1800,4,113,1033,110.6,5.6,2
3,1,0,2,1800,3,124,1220,110.75,9.5,2
4,1,0,2,1800,5,119,1094,110.86,37,2
5,1,0,2,1800,12,119,1047,111.02,17,2
6,1,0,2,1800,9,116,1010,111.02,17,2
7,1,0,2,1800,1,123,976,111.03,33,2
8,1,0,2,1800,10,113,1074,111.16,12,2
9,1,0,2,1800,11,111,1094,111.26,99,2
10,1,0,2,1800,7,115,1091,111.32,11,2
11,1,0,2,1800,8,119,1134,111.42,51,2
12,1,0,2,1800,6,105,1075,111.51,38,2
1,1,0,2,1200,8,123,1210,70.49,10,3
2,1,0,2,1200,10,121,967,70.56,18,3
3,1,0,2,1200,5,125,1103,70.66,11,3
4,1,0,2,1200,11,116,1117,70.68,19,3
5,1,0,2,1200,3,132,1144,70.69,15,3
6,1,0,2,1200,12,118,1077,70.88,59,3
7,1,0,2,1200,2,127,1125,70.97,8.9,3
8,1,0,2,1200,7,116,1135,70.97,4.6,3
9,1,0,2,1200,1,128,1119,71,3.1,3
10,1,0,2,1200,9,133,1136,71.06,11,3
11,1,0,2,1200,6,119,1120,71.21,77,3
12,1,0,2,1200,4,120,1165,71.37,11,3
1,1,0,2,1200,2,124,1091,70.78,7.5,5
1,1,0,2,1200,1,120,1063,70.78,4.8,5
3,1,0,2,1200,3,115,1124,71.13,6.9,5
4,1,0,2,1200,5,127,1080,71.18,16,5
5,1,0,2,1200,6,131,1066,71.22,11,5
6,1,0,2,1200,8,126,1095,71.36,17,5
7,1,0,2,1200,11,125,1156,71.48,28,5
8,1,0,2,1200,12,118,1111,71.53,15,5
9,1,0,2,1200,4,127,987,71.68,4.5,5
10,1,0,2,1200,7,127,1067,71.69,7.5,5
11,1,0,2,1200,10,119,1139,71.95,21,5
12,1,0,2,1200,9,120,1209,72.02,36,5
1,1,0,2,1650,1,123,1039,101.57,7.1,4
2,1,0,2,1650,3,127,1053,101.7,3,4
3,1,0,2,1650,4,126,1105,101.7,8.2,4
4,1,0,2,1650,8,122,970,101.89,7.6,4
5,1,0,2,1650,6,127,1170,101.92,42,4
6,1,0,2,1650,7,128,1104,102.28,12,4
7,1,0,2,1650,9,126,1100,102.33,5,4
8,1,0,2,1650,10,123,1175,102.37,16,4
9,1,0,2,1650,2,125,1117,102.42,10,4
10,1,0,2,1650,5,119,1047,102.45,169,4
11,1,0,2,1650,11,113,1187,102.58,37,4
1,1,0,2,1000,6,122,1078,57.57,18,4
2,1,0,2,1000,1,131,1137,57.66,2.4,4
3,1,0,2,1000,10,131,1121,57.77,17,4
4,1,0,2,1000,8,109,1156,58.01,6.4,4
5,1,0,2,1000,12,115,1013,58.06,18,4
6,1,0,2,1000,2,133,1268,58.07,5,4
7,1,0,2,1000,5,116,1182,58.32,28,4
8,1,0,2,1000,4,125,1079,58.36,86,4
9,1,0,2,1000,11,120,1159,58.39,13,4
10,1,0,2,1000,3,119,1056,58.6,14,4
11,1,0,2,1000,9,130,1088,58.82,24,4
12,1,0,2,1000,7,133,1140,59.26,22,4
1,1,0,2,1200,11,121,1170,70.32,8,4
2,1,0,2,1200,2,115,1103,70.39,2.9,4
3,1,0,2,1200,1,127,1151,70.52,9.4,4
4,1,0,2,1200,5,120,1072,70.7,8.2,4
5,1,0,2,1200,7,124,1198,70.71,4.8,4
6,1,0,2,1200,6,127,1100,70.81,11,4
7,1,0,2,1200,10,116,1083,70.97,38,4
8,1,0,2,1200,8,117,1017,71.07,25,4
9,1,0,2,1200,3,129,1203,71.14,11,4
10,1,0,2,1200,9,132,1142,71.49,39,4
11,1,0,2,1200,4,126,1175,71.74,61,4
12,1,0,2,1200,12,123,1088,71.77,35,4
1,1,0,2,1200,1,124,1115,70.21,18,3
2,1,0,2,1200,7,124,1076,70.4,3.4,3
3,1,0,2,1200,5,127,1182,70.41,7,3
4,1,0,2,1200,6,115,1052,70.42,12,3
5,1,0,2,1200,10,116,1098,70.51,9.9,3
6,1,0,2,1200,3,119,1059,70.67,3.1,3
7,1,0,2,1200,12,132,1000,70.68,27,3
8,1,0,2,1200,4,119,1023,70.78,28,3
9,1,0,2,1200,11,113,1155,70.9,256,3
10,1,0,2,1200,2,127,1059,70.92,14,3
11,1,0,2,1200,8,120,1101,71.41,13,3
12,1,0,2,1200,9,122,1156,71.52,261,3
1,1,0,2,1000,10,120,1096,57.35,5.1,2
2,1,0,2,1000,8,118,1121,57.36,17,2
3,1,0,2,1000,9,116,1175,57.49,61,2
4,1,0,2,1000,4,126,986,57.51,5,2
5,1,0,2,1000,11,115,1174,57.52,25,2
6,1,0,2,1000,6,116,1072,57.58,14,2
7,1,0,2,1000,1,113,1083,57.6,4.1,2
8,1,0,2,1000,7,116,1153,57.78,49,2
9,1,0,2,1000,2,126,1144,57.98,7.8,2
10,1,0,2,1000,3,109,1123,58.03,5.1,2
11,1,0,2,1000,5,128,1113,58.24,21,2
1,1,0,2,1650,2,121,1040,100.28,6.1,3
2,1,0,2,1650,11,118,1186,100.28,9.1,3
3,1,0,2,1650,1,123,1026,100.45,2.5,3
4,1,0,2,1650,8,127,981,100.52,10,3
5,1,0,2,1650,4,126,1098,100.65,87,3
6,1,0,2,1650,7,131,1060,100.77,79,3
7,1,0,2,1650,5,120,1172,101.15,9.9,3
8,1,0,2,1650,6,131,1140,101.2,15,3
9,1,0,2,1650,12,123,1082,101.22,48,3
10,1,0,2,1650,10,123,1166,101.32,10,3
11,1,0,2,1650,9,117,1106,102.07,36,3
12,1,0,2,1650,3,124,1029,102.61,8.3,3
1,1,0,2,1200,1,117,1074,70.51,3.9,4
2,1,0,2,1200,5,116,1176,70.59,9.7,4
3,1,0,2,1200,2,120,1154,70.81,5.4,4
4,1,0,2,1200,4,121,1158,70.9,5.8,4
5,1,0,2,1200,6,122,1245,70.93,31,4
6,1,0,2,1200,9,133,1082,70.98,6.6,4
7,1,0,2,1200,7,117,1158,71.12,5.2,4
8,1,0,2,1200,3,123,1035,71.23,13,4
9,1,0,2,1200,10,116,1068,71.25,120,4
10,1,0,2,1200,8,123,1129,72.02,28,4
1,1,0,2,1650,3,123,1256,99.7,4.5,4
2,1,0,2,1650,6,115,1060,99.8,3.6,4
3,1,0,2,1650,1,124,1016,99.94,41,4
4,1,0,2,1650,5,116,1052,100.19,43,4
5,1,0,2,1650,2,127,1070,100.41,10,4
6,1,0,2,1650,7,119,955,100.43,7.1,4
7,1,0,2,1650,10,118,1018,100.43,23,4
8,1,0,2,1650,9,122,1079,100.45,8.4,4
9,1,0,2,1650,8,123,1142,101.53,4,4
10,1,0,2,1650,4,110,1123,101.86,51,4
1,1,0,2,1800,1,121,1016,110.58,2.1,5
2,1,0,2,1800,4,119,987,110.61,8.9,5
3,1,0,2,1800,7,131,1149,110.76,7.4,5
4,1,0,2,1800,10,122,1031,110.85,28,5
5,1,0,2,1800,12,118,1031,110.88,44,5
6,1,0,2,1800,3,133,1191,110.9,5,5
7,1,0,2,1800,9,117,1164,110.97,53,5
8,1,0,2,1800,5,115,1001,111.02,16,5
9,1,0,2,1800,8,127,1054,111.26,15,5
10,1,0,2,1800,2,123,984,111.52,120,5
11,1,0,2,1800,6,123,1091,113.54,13,5
12,1,0,2,1800,11,111,1103,114.82,130,5
1,1,0,2,1650,4,115,1083,100.36,7,4
2,1,0,2,1650,6,111,1024,100.36,9.3,4
3,1,0,2,1650,1,132,1170,100.42,6.2,4
4,1,0,2,1650,5,124,1133,100.62,4,4
5,1,0,2,1650,2,124,1130,100.62,5.2,4
6,1,0,2,1650,9,132,1113,100.66,8.6,4
7,1,0,2,1650,3,115,1104,100.87,8.8,4
8,1,0,2,1650,10,133,1093,101.18,14,4
9,1,0,2,1650,8,121,1036,101.21,33,4
10,1,0,2,1650,7,119,1083,101.23,34,4
1,1,0,2,1000,11,125,1195,57.29,5.7,3
2,1,0,2,1000,2,128,1073,57.58,10,3
3,1,0,2,1000,7,126,1119,57.67,6.6,3
4,1,0,2,1000,12,115,1207,57.69,48,3
5,1,0,2,1000,6,125,1157,57.71,13,3
6,1,0,2,1000,3,133,1216,57.72,12,3
7,1,0,2,1000,9,128,1038,57.79,10,3
8,1,0,2,1000,5,128,1155,57.89,5.9,3
9,1,0,2,1000,10,117,1168,58.01,15,3
10,1,0,2,1000,1,117,1176,58.02,4.2,3
11,1,0,2,1000,4,129,1035,58.95,34,3
12,1,0,2,1000,8,120,1193,59.14,45,3
1,1,0,2,1650,12,133,1032,99.65,2.6,3
2,1,0,2,1650,9,125,1113,99.84,46,3
3,1,0,2,1650,2,125,1041,100.05,7.2,3
4,1,0,2,1650,6,128,1166,100.21,12,3
5,1,0,2,1650,1,120,1093,100.22,7.9,3
6,1,0,2,1650,3,118,1290,100.28,3.6,3
7,1,0,2,1650,10,122,1037,100.45,74,3
8,1,0,2,1650,8,132,1087,100.46,151,3
9,1,0,2,1650,11,127,1205,100.5,14,3
10,1,0,2,1650,7,119,1155,100.6,43,3
11,1,0,2,1650,4,130,1161,100.64,14,3
12,1,0,2,1650,5,127,1096,100.7,100,3
1,1,0,2,1200,4,120,1089,69.67,1.4,3
2,1,0,2,1200,12,120,1221,69.86,14,3
3,1,0,2,1200,9,119,1200,69.98,24,3
4,1,0,2,1200,8,119,1140,70.06,16,3
5,1,0,2,1200,11,132,1222,70.08,21,3
6,1,0,2,1200,2,121,1143,70.18,7.7,3
7,1,0,2,1200,6,113,1067,70.38,19,3
8,1,0,2,1200,1,119,1073,70.42,67,3
9,1,0,2,1200,7,114,1009,70.46,14,3
10,1,0,2,1200,3,119,1138,70.9,118,3
11,1,0,2,1200,10,118,1089,71,247,3
12,1,0,2,1200,5,122,1123,71.67,100,3
1,1,0,1,2200,1,126,1068,135.94,7.3,3
2,1,0,1,2200,8,121,1039,136.15,11,3
3,1,0,1,2200,2,113,1178,136.17,6,3
4,1,0,1,2200,7,127,1162,136.23,7.6,3
5,1,0,1,2200,4,122,1047,136.33,8.7,3
6,1,0,1,2200,5,132,1061,136.39,6,3
7,1,0,1,2200,3,125,1037,136.42,12,3
8,1,0,1,2200,6,120,1114,136.97,3,3
1,1,0,1,1650,7,131,1039,100.31,7.8,4
2,1,0,1,1650,10,124,1139,100.52,11,4
3,1,0,1,1650,5,118,1116,100.71,18,4
4,1,0,1,1650,8,125,1042,100.72,14,4
5,1,0,1,1650,1,120,1030,100.74,3.4,4
6,1,0,1,1650,3,120,1163,100.79,10,4
7,1,0,1,1650,2,133,1154,100.98,2.9,4
8,1,0,1,1650,4,124,1064,101.14,9.3,4
9,1,0,1,1650,9,129,1165,101.16,37,4
10,1,0,1,1650,6,113,1058,101.31,113,4
1,1,0,1,1200,9,116,1136,70.13,3.1,5
2,1,0,1,1200,1,133,1016,70.41,3.7,5
3,1,0,1,1200,2,130,1103,70.5,6,5
4,1,0,1,1200,12,133,1202,70.51,32,5
5,1,0,1,1200,7,116,1132,70.7,14,5
6,1,0,1,1200,10,124,1088,70.71,9.7,5
7,1,0,1,1200,5,129,1193,70.82,11,5
8,1,0,1,1200,6,122,1056,70.91,41,5
9,1,0,1,1200,8,129,1082,71.01,11,5
10,1,0,1,1200,3,127,1119,71.08,206,5
11,1,0,1,1200,11,120,1068,71.43,31,5
12,1,0,1,1200,4,128,984,71.47,40,5
1,1,0,1,1000,3,127,1149,57.36,6.2,4
2,1,0,1,1000,1,124,1156,57.42,4.6,4
3,1,0,1,1000,5,113,1187,57.47,4.3,4
4,1,0,1,1000,2,124,1053,57.57,13,4
5,1,0,1,1000,10,125,1121,57.67,11,4
6,1,0,1,1000,6,133,1024,57.76,7.9,4
7,1,0,1,1000,11,127,1072,57.94,13,4
8,1,0,1,1000,8,114,1183,58,18,4
9,1,0,1,1000,9,117,1132,58.22,134,4
10,1,0,1,1000,12,114,1166,58.25,6,4
11,1,0,1,1000,7,116,1204,58.51,78,4
12,1,0,1,1000,4,119,1152,58.96,220,4
1,1,0,1,1200,1,126,1173,69.6,1.7,4
2,1,0,1,1200,5,133,1121,70.07,5.7,4
3,1,0,1,1200,3,124,1210,70.21,10,4
4,1,0,1,1200,6,117,1207,70.22,8.8,4
5,1,0,1,1200,4,127,1013,70.26,63,4
6,1,0,1,1200,11,117,1088,70.35,8.8,4
7,1,0,1,1200,7,124,1179,70.38,15,4
8,1,0,1,1200,9,130,1095,70.46,30,4
9,1,0,1,1200,12,123,1072,70.82,177,4
10,1,0,1,1200,2,130,1072,70.93,80,4
11,1,0,1,1200,8,114,1171,70.97,181,4
12,1,0,1,1200,10,114,1237,71.53,124,4
1,1,0,1,1200,3,116,1142,70.11,4.5,3
2,1,0,1,1200,5,133,1112,70.11,4.4,3
3,1,0,1,1200,2,120,1243,70.12,6.8,3
4,1,0,1,1200,4,114,1054,70.14,4.4,3
5,1,0,1,1200,7,119,1029,70.33,67,3
6,1,0,1,1200,12,127,1107,70.4,9.5,3
7,1,0,1,1200,9,121,1069,70.52,12,3
8,1,0,1,1200,1,125,1000,70.67,15,3
9,1,0,1,1200,8,127,1186,70.71,15,3
10,1,0,1,1200,6,122,1195,70.71,50,3
11,1,0,1,1200,10,126,1175,70.75,27,3
12,1,0,1,1200,11,131,1173,71.71,193,3
1,1,0,1,1200,1,126,1073,69.4,2.5,3
2,1,0,1,1200,7,117,1137,69.94,15,3
3,1,0,1,1200,2,122,1205,69.96,37,3
4,1,0,1,1200,12,118,1110,70.11,4.2,3
5,1,0,1,1200,9,122,1120,70.2,21,3
6,1,0,1,1200,5,128,1100,70.21,5.3,3
7,1,0,1,1200,4,119,1173,70.22,33,3
8,1,0,1,1200,6,117,1083,70.29,26,3
9,1,0,1,1200,10,133,1148,70.46,28,3
10,1,0,1,1200,11,118,999,70.71,15,3
11,1,0,1,1200,3,121,1153,71.03,354,3
12,1,0,1,1200,8,117,1125,71.66,10,3
1,1,0,2,1650,3,119,1102,100.57,5.2,4
2,1,0,2,1650,2,125,1113,100.8,2.9,4
3,1,0,2,1650,7,123,1077,101.04,6.6,4
4,1,0,2,1650,8,125,1120,101.12,8.2,4
5,1,0,2,1650,6,127,1091,101.41,11,4
6,1,0,2,1650,9,133,1106,101.45,11,4
7,1,0,2,1650,1,119,1086,101.77,32,4
8,1,0,2,1650,10,117,1017,101.84,9.7,4
9,1,0,2,1650,5,118,1192,102.63,15,4
10,1,0,2,1650,11,127,1132,104.06,72,4
11,1,0,2,1650,4,121,1043,110.1,51,4
1,1,0,2,1200,2,129,1100,71.18,12,4
2,1,0,2,1200,7,123,1095,71.37,16,4
3,1,0,2,1200,4,115,1036,71.38,4,4
4,1,0,2,1200,1,127,1093,71.56,3.6,4
5,1,0,2,1200,8,118,1154,71.64,25,4
6,1,0,2,1200,10,125,1032,71.84,6.1,4
7,1,0,2,1200,6,126,1067,71.87,23,4
8,1,0,2,1200,5,125,1037,71.97,12,4
9,1,0,2,1200,9,116,1156,72.11,7.8,4
10,1,0,2,1200,11,125,1165,72.37,29,4
11,1,0,2,1200,3,124,1083,72.49,47,4
12,1,0,2,1200,12,129,1060,72.95,25,4
1,1,0,2,1650,5,129,1063,101.15,6,4
2,1,0,2,1650,1,116,1059,101.24,1.8,4
3,1,0,2,1650,12,123,1014,101.32,12,4
4,1,0,2,1650,10,115,1091,101.34,40,4
5,1,0,2,1650,11,119,1047,101.43,32,4
6,1,0,2,1650,8,127,1153,101.46,11,4
7,1,0,2,1650,6,119,1030,101.72,54,4
8,1,0,2,1650,4,126,1188,101.77,17,4
9,1,0,2,1650,2,121,1134,102.07,9.8,4
10,1,0,2,1650,3,126,1052,102.49,114,4
11,1,0,2,1650,9,127,1125,102.51,18,4
12,1,0,2,1650,7,118,1191,103.66,37,4
1,1,0,2,1200,8,126,1189,70.97,8.3,4
2,1,0,2,1200,9,124,1065,71.17,16,4
3,1,0,2,1200,1,124,1223,71.29,19,4
4,1,0,2,1200,5,131,1246,71.39,12,4
5,1,0,2,1200,6,129,1102,71.43,4.2,4
6,1,0,2,1200,3,131,1108,71.46,2.3,4
7,1,0,2,1200,10,113,1144,71.47,23,4
8,1,0,2,1200,12,130,1144,71.7,95,4
9,1,0,2,1200,4,113,1083,71.72,29,4
10,1,0,2,1200,2,127,1113,71.97,19,4
11,1,0,2,1200,7,126,1054,72.57,14,4
12,1,0,2,1200,11,129,1055,72.57,28,4
1,1,0,2,1200,5,120,1096,70.76,8.3,3
2,1,0,2,1200,8,133,1176,70.82,10,3
3,1,0,2,1200,7,124,1242,70.92,3.5,3
4,1,0,2,1200,2,119,1200,71.01,3.9,3
5,1,0,2,1200,4,121,1053,71.1,67,3
6,1,0,2,1200,3,116,1073,71.23,4.8,3
7,1,0,2,1200,9,127,1147,71.29,10,3
8,1,0,2,1200,6,118,1289,71.43,154,3
9,1,0,2,1200,10,122,1065,71.47,22,3
10,1,0,2,1200,11,111,1165,71.71,145,3
11,1,0,2,1200,12,118,1098,71.72,19,3
12,1,0,2,1200,1,120,1058,72.11,32,3
1,1,0,2,1650,5,115,1109,100.59,37,2
2,1,0,2,1650,4,119,1115,100.65,2.3,2
3,1,0,2,1650,6,130,1060,100.87,10,2
4,1,0,2,1650,7,122,976,100.97,14,2
5,1,0,2,1650,8,130,1050,101,38,2
6,1,0,2,1650,3,120,1134,101.17,5.8,2
7,1,0,2,1650,9,114,1101,101.31,77,2
8,1,0,2,1650,2,123,1033,101.47,3.2,2
9,1,0,2,1650,1,133,1192,101.67,43,2
10,1,0,2,1650,10,117,1068,103.5,22,2
1,1,0,2,1000,10,125,1154,57.8,11,3
2,1,0,2,1000,11,133,1190,57.86,4.4,3
3,1,0,2,1000,6,120,1137,57.89,3.8,3
4,1,0,2,1000,7,115,1230,58.21,13,3
5,1,0,2,1000,4,119,1051,58.32,34,3
6,1,0,2,1000,1,132,1020,58.39,8.9,3
7,1,0,2,1000,8,122,1089,58.51,11,3
8,1,0,2,1000,12,112,1141,58.52,95,3
9,1,0,2,1000,5,130,1171,58.59,36,3
10,1,0,2,1000,2,129,1069,58.62,6.3,3
11,1,0,2,1000,9,133,1191,58.95,8.8,3
12,1,0,2,1000,3,130,1101,59.58,68,3
1,1,0,2,1650,10,127,1063,101.36,11,3
2,1,0,2,1650,2,115,1107,101.56,2.7,3
3,1,0,2,1650,9,126,1159,101.78,13,3
