Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd,Class
5,0,0,2,1400,2,126,1152,82.25,3.1,11
6,0,0,2,1400,1,126,1150,82.49,25,11
7,0,0,2,1400,5,126,1186,82.55,40,11
1,0,0,2,1200,12,129,1202,70.03,18,3
2,0,0,2,1200,6,127,1207,70.21,6.6,3
3,0,0,2,1200,1,133,1192,70.3,4.6,3
4,0,0,2,1200,8,118,1318,70.33,2.4,3
5,0,0,2,1200,4,117,1226,70.37,5.9,3
6,0,0,2,1200,3,126,1020,70.75,96,3
7,0,0,2,1200,14,120,1248,70.92,38,3
8,0,0,2,1200,5,120,1092,70.97,22,3
9,0,0,2,1200,10,121,1021,70.97,126,3
10,0,0,2,1200,2,124,1162,71.09,17,3
11,0,0,2,1200,7,129,1053,71.14,41,3
12,0,0,2,1200,11,120,1272,71.24,39,3
13,0,0,2,1200,13,123,1093,71.3,448,3
14,0,0,2,1200,9,125,1037,72.12,259,3
1,0,0,2,1200,13,116,1179,69.77,1.6,3
2,0,0,2,1200,1,131,1113,69.81,9.7,3
3,0,0,2,1200,8,126,1139,69.97,9.3,3
4,0,0,2,1200,4,116,1113,70.08,42,3
5,0,0,2,1200,11,116,1099,70.4,57,3
6,0,0,2,1200,3,125,1070,70.49,27,3
7,0,0,2,1200,12,117,1166,70.55,24,3
8,0,0,2,1200,7,127,1099,70.57,29,3
9,0,0,2,1200,10,119,988,70.6,131,3
10,0,0,2,1200,14,133,1071,70.63,59,3
11,0,0,2,1200,5,121,1223,70.76,307,3
12,0,0,2,1200,2,121,1166,71.08,14,3
13,0,0,2,1200,6,119,1014,71.61,278,3
14,0,0,2,1200,9,130,1066,72.64,7,3
1,0,0,2,1400,10,122,1090,81.81,30,2
2,0,0,2,1400,4,124,1161,81.81,2.5,2
3,0,0,2,1400,11,121,1223,81.81,9.1,2
4,0,0,2,1400,13,118,1066,82.13,9.9,2
5,0,0,2,1400,8,129,1136,82.21,18,2
6,0,0,2,1400,2,115,1178,82.25,32,2
7,0,0,2,1400,6,124,1078,82.27,7.9,2
8,0,0,2,1400,7,122,1075,82.38,26,2
9,0,0,2,1400,12,116,1124,82.56,243,2
10,0,0,2,1400,5,126,1153,82.59,73,2
11,0,0,2,1400,14,127,1214,83.17,17,2
12,0,0,2,1400,1,121,1187,83.45,46,2
13,0,0,2,1400,9,123,1106,83.73,4.6,2
14,0,0,2,1400,3,121,1069,84.57,137,2
1,0,1,2,1200,6,133,1261,69.64,5,5
2,0,1,2,1200,12,116,1143,70.18,9.1,5
3,0,1,2,1200,10,131,1114,70.33,4.6,5
4,0,1,2,1200,1,125,1152,70.43,19,5
5,0,1,2,1200,4,120,1139,70.48,10,5
6,0,1,2,1200,3,132,1203,70.54,5.6,5
7,0,1,2,1200,5,128,1160,70.55,10,5
8,0,1,2,1200,9,114,1054,70.69,95,5
9,0,1,2,1200,7,130,1162,70.72,48,5
10,0,1,2,1200,11,113,1107,70.77,15,5
11,0,1,2,1200,8,126,1046,70.81,56,5
12,0,1,2,1200,2,126,1124,72.09,6.3,5
1,0,1,2,1650,3,123,1170,100,9.5,5
2,0,1,2,1650,2,131,1189,100.04,4.9,5
3,0,1,2,1650,11,133,1101,100.15,3.6,5
4,0,1,2,1650,1,133,1124,100.61,21,5
5,0,1,2,1650,6,132,1088,100.77,17,5
6,0,1,2,1650,13,113,1042,100.81,34,5
7,0,1,2,1650,7,128,1180,101.05,11,5
8,0,1,2,1650,8,128,1197,101.08,165,5
9,0,1,2,1650,4,126,1126,101.09,13,5
10,0,1,2,1650,5,128,1077,101.27,83,5
11,0,1,2,1650,9,113,1147,101.71,13,5
12,0,1,2,1650,10,113,1191,101.88,17,5
13,0,1,2,1650,12,115,1120,102.03,6.1,5
14,0,1,2,1650,14,125,1118,102.71,58,5
1,0,1,2,1200,9,121,1152,69.99,7.8,4
2,0,1,2,1200,6,128,1191,70.09,12,4
3,0,1,2,1200,10,132,1144,70.15,10,4
4,0,1,2,1200,7,124,1131,70.34,5.1,4
5,0,1,2,1200,1,129,1050,70.45,16,4
6,0,1,2,1200,2,121,1087,70.76,3.2,4
7,0,1,2,1200,4,113,1028,70.83,31,4
8,0,1,2,1200,8,125,1112,70.84,13,4
9,0,1,2,1200,12,119,1173,70.94,11,4
10,0,1,2,1200,11,133,1173,71.54,36,4
11,0,1,2,1200,3,129,1106,71.69,14,4
12,0,1,2,1200,5,122,1298,74.29,22,4
1,0,1,2,1200,12,126,1189,69.2,24,4
2,0,1,2,1200,4,131,1139,69.38,5.7,4
3,0,1,2,1200,9,132,1109,69.51,30,4
4,0,1,2,1200,5,133,1040,69.53,9.4,4
5,0,1,2,1200,2,128,1285,69.61,26,4
6,0,1,2,1200,11,125,1171,69.62,9.9,4
7,0,1,2,1200,8,126,1153,69.71,2.7,4
8,0,1,2,1200,7,126,1114,69.89,137,4
9,0,1,2,1200,6,122,1091,70.06,7.8,4
10,0,1,2,1200,3,118,1242,70.24,24,4
11,0,1,2,1200,1,116,1074,72.07,40,4
12,0,1,2,1200,10,128,1195,74.23,6.8,4
1,0,1,2,1650,9,121,1255,98.94,2.7,4
2,0,1,2,1650,11,126,1150,99.49,3.4,4
3,0,1,2,1650,2,118,1118,99.62,9,4
4,0,1,2,1650,5,115,1203,99.74,78,4
5,0,1,2,1650,3,112,1064,99.81,14,4
6,0,1,2,1650,13,133,1059,99.88,7.7,4
7,0,1,2,1650,14,132,1136,100.1,14,4
8,0,1,2,1650,4,117,1025,100.15,27,4
9,0,1,2,1650,6,124,1183,100.22,42,4
10,0,1,2,1650,12,131,1106,101.69,34,4
11,0,1,2,1650,10,118,1103,101.75,193,4
12,0,1,2,1650,8,130,1138,102.57,36,4
13,0,1,2,1650,7,115,1159,107.25,149,4
1,0,1,2,1200,5,133,1042,68.35,3.4,3
2,0,1,2,1200,6,123,1179,68.52,2.3,3
3,0,1,2,1200,8,112,1065,69.09,14,3
4,0,1,2,1200,3,116,1004,69.1,44,3
5,0,1,2,1200,4,129,1133,69.15,8.9,3
6,0,1,2,1200,7,123,1047,69.3,22,3
7,0,1,2,1200,1,120,1130,69.39,9.2,3
8,0,1,2,1200,2,115,1173,69.4,58,3
9,0,1,2,1200,9,124,1144,69.73,42,3
10,0,1,2,1200,12,132,1073,69.85,39,3
11,0,1,2,1200,11,119,1104,69.85,18,3
1,0,1,2,1800,4,124,1155,108.03,2.8,3
2,0,1,2,1800,7,126,1153,108.16,11,3
3,0,1,2,1800,1,127,1146,108.17,17,3
4,0,1,2,1800,12,124,1094,108.28,9.1,3
5,0,1,2,1800,11,131,1089,108.38,5.8,3
6,0,1,2,1800,13,122,1079,108.55,13,3
7,0,1,2,1800,6,129,1183,108.66,16,3
8,0,1,2,1800,8,119,967,108.84,25,3
9,0,1,2,1800,14,118,1068,108.94,49,3
10,0,1,2,1800,9,123,1042,108.95,23,3
11,0,1,2,1800,3,122,1112,109.12,6.8,3
12,0,1,2,1800,2,124,1160,109.4,24,3
13,0,1,2,1800,10,129,1162,110.66,209,3
14,0,1,2,1800,5,129,1005,111.18,124,3
1,0,1,2,1200,6,133,1131,67.79,3.2,2
2,0,1,2,1200,4,122,1016,67.99,4.2,2
3,0,1,2,1200,12,119,1133,68.01,12,2
4,0,1,2,1200,5,114,1105,68.44,80,2
5,0,1,2,1200,3,115,1153,68.45,6.3,2
6,0,1,2,1200,7,113,1121,68.49,29,2
7,0,1,2,1200,1,115,1098,68.49,10,2
8,0,1,2,1200,2,128,1146,68.66,34,2
9,0,1,2,1200,8,125,1009,68.94,6.7,2
10,0,1,2,1200,11,121,1097,69.2,11,2
11,0,1,2,1200,10,113,1044,69.32,191,2
12,0,1,2,1200,9,111,1081,69.46,84,2
1,0,0,2,1200,2,132,1080,69.24,2.8,5
2,0,0,2,1200,10,133,1097,69.88,5.7,5
3,0,0,2,1200,1,113,1035,69.94,16,5
4,0,0,2,1200,11,132,1068,69.98,6.8,5
5,0,0,2,1200,7,125,1168,70.06,22,5
6,0,0,2,1200,4,131,1052,70.09,7.3,5
7,0,0,2,1200,3,124,1043,70.11,63,5
8,0,0,2,1200,9,132,1048,70.21,18,5
9,0,0,2,1200,14,123,1013,70.25,24,5
10,0,0,2,1200,6,127,1150,70.29,115,5
11,0,0,2,1200,8,108,1078,70.39,40,5
12,0,0,2,1200,12,120,1170,70.47,73,5
13,0,0,2,1200,13,123,1076,70.49,7.5,5
14,0,0,2,1200,5,130,1007,74.83,219,5
1,0,0,2,1400,5,117,1008,82.67,3.1,4
2,0,0,2,1400,8,118,1213,82.73,11,4
3,0,0,2,1400,7,120,1153,82.88,12,4
4,0,0,2,1400,3,125,1175,83.07,10,4
5,0,0,2,1400,11,126,1145,83.08,7,4
6,0,0,2,1400,10,126,1085,83.14,5.8,4
7,0,0,2,1400,4,128,1281,83.18,180,4
8,0,0,2,1400,13,117,1109,83.23,100,4
9,0,0,2,1400,12,126,1193,83.25,21,4
10,0,0,2,1400,2,123,1103,83.26,90,4
11,0,0,2,1400,9,115,1008,83.28,214,4
12,0,0,2,1400,14,122,1162,83.38,11,4
13,0,0,2,1400,6,132,1197,83.41,16,4
14,0,0,2,1400,1,131,1171,83.68,12,4
1,0,0,2,1200,4,116,1074,69.69,2.2,4
2,0,0,2,1200,9,122,1044,70.03,12,4
3,0,0,2,1200,13,121,1285,70.04,49,4
4,0,0,2,1200,2,126,1206,70.06,4.7,4
5,0,0,2,1200,6,126,1081,70.17,145,4
6,0,0,2,1200,14,129,1087,70.31,49,4
7,0,0,2,1200,12,127,1194,70.31,6.8,4
8,0,0,2,1200,8,133,1140,70.33,87,4
9,0,0,2,1200,10,133,1024,70.5,204,4
10,0,0,2,1200,11,127,1148,70.64,37,4
11,0,0,2,1200,5,128,1132,70.68,17,4
12,0,0,2,1200,7,126,1196,70.84,518,4
13,0,0,2,1200,3,114,1174,71.24,55,4
14,0,0,2,1200,1,132,1014,71.4,6.6,4
1,0,0,2,2000,1,131,1097,122.54,2.4,4
2,0,0,2,2000,6,128,1012,122.7,4.8,4
3,0,0,2,2000,8,120,1114,122.82,43,4
4,0,0,2,2000,11,133,1179,123.13,86,4
5,0,0,2,2000,12,126,1036,123.16,13,4
6,0,0,2,2000,9,115,1065,123.34,10,4
7,0,0,2,2000,14,122,1113,123.34,7.2,4
8,0,0,2,2000,13,121,1121,123.36,32,4
9,0,0,2,2000,3,129,1026,123.38,79,4
10,0,0,2,2000,10,133,1094,123.47,41,4
11,0,0,2,2000,4,130,1123,123.56,8,4
12,0,0,2,2000,5,131,1144,123.6,43,4
13,0,0,2,2000,7,122,1127,123.7,31,4
14,0,0,2,2000,2,131,1171,124.31,108,4
1,0,0,2,1200,1,130,1042,69.7,3.6,3
2,0,0,2,1200,12,116,1052,69.79,10,3
3,0,0,2,1200,11,132,1191,69.86,9.2,3
4,0,0,2,1200,6,118,1097,69.93,164,3
5,0,0,2,1200,13,131,1144,70.01,2.4,3
6,0,0,2,1200,5,116,1047,70.04,92,3
7,0,0,2,1200,3,133,1094,70.04,64,3
8,0,0,2,1200,4,128,1127,70.13,4.2,3
9,0,0,2,1200,9,124,1016,70.23,99,3
10,0,0,2,1200,8,125,1009,70.81,102,3
11,0,0,2,1200,14,129,1204,70.95,43,3
12,0,0,2,1200,7,130,1004,71.34,255,3
13,0,0,2,1200,2,130,1245,71.99,179,3
14,0,0,2,1200,10,129,1134,72.61,228,3
1,0,0,2,1400,3,120,1102,82.36,2.2,4
2,0,0,2,1400,14,128,1291,82.38,5.4,4
3,0,0,2,1400,13,131,1174,82.56,9.7,4
4,0,0,2,1400,10,121,1054,82.81,107,4
5,0,0,2,1400,11,123,1176,82.88,14,4
5,0,0,2,1400,12,129,1078,82.88,11,4
7,0,0,2,1400,4,127,1076,83.14,20,4
8,0,0,2,1400,8,130,1056,83.22,190,4
9,0,0,2,1400,1,126,1026,83.26,50,4
10,0,0,2,1400,9,116,1187,83.29,10,4
11,0,0,2,1400,2,114,1080,83.35,58,4
12,0,0,2,1400,7,118,1141,83.85,348,4
13,0,0,2,1400,6,117,1149,83.89,9.1,4
14,0,0,2,1400,5,115,1188,85.18,250,4
1,0,0,2,1800,7,126,1071,105.88,2.2,4
2,0,0,2,1800,3,126,1101,105.99,13,4
3,0,0,2,1800,10,126,1222,106.05,2.8,4
4,0,0,2,1800,8,126,1168,106.28,16,4
5,0,0,2,1800,2,126,1087,106.42,122,4
6,0,0,2,1800,6,126,1185,106.58,7.3,4
7,0,0,2,1800,5,126,1111,106.59,45,4
8,0,0,2,1800,9,126,1105,106.63,135,4
9,0,0,2,1800,1,126,1011,106.67,35,4
10,0,0,2,1800,4,126,1123,106.72,17,4
1,0,0,2,2000,1,116,1167,120.84,21,2
2,0,0,2,2000,3,124,1042,120.84,2.4,2
3,0,0,2,2000,2,132,1116,120.86,4.9,2
4,0,0,2,2000,7,124,1144,120.87,4.8,2
5,0,0,2,2000,8,131,1044,121.09,7.2,2
6,0,0,2,2000,4,131,1098,121.1,22,2
7,0,0,2,2000,6,119,1051,121.2,11,2
8,0,0,2,2000,9,125,1047,121.54,15,2
9,0,0,2,2000,10,133,1122,121.58,241,2
10,0,0,2,2000,11,122,1143,122.01,144,2
11,0,0,2,2000,5,114,1119,122.73,199,2
1,0,0,2,1400,3,125,1201,81.22,1.9,3
2,0,0,2,1400,8,127,1038,81.78,5.2,3
3,0,0,2,1400,1,119,1030,81.81,14,3
4,0,0,2,1400,4,123,1143,81.93,155,3
5,0,0,2,1400,10,132,1120,82.03,9.4,3
6,0,0,2,1400,14,118,1106,82.03,150,3
7,0,0,2,1400,2,133,1150,82.22,64,3
8,0,0,2,1400,9,117,1110,82.24,11,3
9,0,0,2,1400,5,117,1177,82.35,224,3
10,0,0,2,1400,11,125,1023,82.36,15,3
11,0,0,2,1400,7,120,1125,82.43,10,3
12,0,0,2,1400,12,115,1133,82.57,34,3
13,0,0,2,1400,6,114,1138,82.76,256,3
14,0,0,2,1400,13,127,1147,82.82,84,3
1,0,0,2,1600,13,118,1165,94.24,13,3
2,0,0,2,1600,8,133,1046,94.42,3.3,3
3,0,0,2,1600,12,121,1068,94.63,4.1,3
4,0,0,2,1600,6,125,1084,94.63,5.8,3
5,0,0,2,1600,1,124,1048,94.65,19,3
6,0,0,2,1600,9,124,1226,94.68,6.4,3
7,0,0,2,1600,10,132,1276,94.69,37,3
8,0,0,2,1600,4,122,1165,94.7,10,3
9,0,0,2,1600,11,117,1118,94.73,39,3
10,0,0,2,1600,14,123,1152,95.93,125,3
11,0,0,2,1600,5,111,1073,96.49,18,3
12,0,0,2,1600,3,116,1105,96.9,375,3
13,0,0,2,1600,2,121,971,97.45,290,3
14,0,0,2,1600,7,120,1247,97.52,258,3
1,0,0,2,1400,13,125,1216,82.71,7.4,5
2,0,0,2,1400,10,133,989,82.88,3.6,5
3,0,0,2,1400,2,123,1148,83.28,13,5
4,0,0,2,1400,1,127,1086,83.32,3,5
5,0,0,2,1400,7,130,1154,83.34,196,5
6,0,0,2,1400,8,124,969,83.45,13,5
7,0,0,2,1400,3,127,1176,83.47,95,5
8,0,0,2,1400,12,133,1091,83.51,19,5
9,0,0,2,1400,4,131,1107,83.53,84,5
10,0,0,2,1400,5,132,1044,83.64,9.9,5
11,0,0,2,1400,6,127,1232,83.66,36,5
12,0,0,2,1400,9,130,1057,84.1,27,5
13,0,0,2,1400,11,124,1090,84.62,12,5
14,0,0,2,1400,14,127,1012,85.92,136,5
1,0,1,2,1200,5,133,1180,69.47,7.6,4
2,0,1,2,1200,11,122,1137,69.52,3.4,4
3,0,1,2,1200,9,133,1128,69.6,4.1,4
4,0,1,2,1200,10,131,1048,69.75,14,4
5,0,1,2,1200,8,131,1215,69.88,53,4
6,0,1,2,1200,12,116,1091,69.96,12,4
7,0,1,2,1200,3,130,1158,69.99,6,4
8,0,1,2,1200,2,122,1006,70.47,62,4
9,0,1,2,1200,7,131,1166,70.63,19,4
10,0,1,2,1200,6,124,1167,71.02,15,4
11,0,1,2,1200,4,115,1238,71.62,32,4
12,0,1,2,1200,1,131,1108,72.31,17,4
1,0,0,2,1400,13,124,1130,82.46,15,4
2,0,0,2,1400,3,122,982,82.48,4.9,4
3,0,0,2,1400,4,131,1215,82.59,4.5,4
4,0,0,2,1400,7,121,1174,82.71,9.4,4
5,0,0,2,1400,10,133,1242,82.76,19,4
6,0,0,2,1400,1,131,1187,82.76,3.1,4
7,0,0,2,1400,2,122,1244,82.82,20,4
8,0,0,2,1400,14,129,1144,83.03,10,4
9,0,0,2,1400,8,125,1037,83.15,29,4
10,0,0,2,1400,11,112,1000,83.19,272,4
11,0,0,2,1400,6,128,1048,83.32,35,4
12,0,0,2,1400,12,120,1072,83.33,125,4
13,0,0,2,1400,9,130,1053,83.56,44,4
14,0,0,2,1400,5,120,1065,84.3,297,4
1,0,0,2,1200,2,133,1206,68.72,3.5,1
2,0,0,2,1200,4,127,1247,68.79,4.6,1
3,0,0,2,1200,6,132,1102,68.81,30,1
4,0,0,2,1200,5,113,1115,68.82,12,1
5,0,0,2,1200,3,116,1237,68.89,1.9,1
6,0,0,2,1200,1,131,1167,69.03,19,1
7,0,0,2,1200,7,108,1118,69.12,35,1
1,0,0,2,1200,11,129,1002,69.83,44,4
2,0,0,2,1200,8,129,1150,69.87,3.5,4
3,0,0,2,1200,3,130,1155,70,17,4
4,0,0,2,1200,1,128,1157,70.02,19,4
5,0,0,2,1200,10,129,1129,70.02,5.8,4
6,0,0,2,1200,7,127,1123,70.08,2.7,4
7,0,0,2,1200,2,113,1171,70.08,14,4
8,0,0,2,1200,9,124,1039,70.22,12,4
9,0,0,2,1200,5,129,1049,70.53,21,4
10,0,0,2,1200,6,133,1048,71.24,229,4
11,0,0,2,1200,4,127,1005,73.37,16,4
1,0,0,2,1400,1,129,1091,82.41,1.6,4
2,0,0,2,1400,8,117,1079,82.78,10,4
3,0,0,2,1400,2,126,1094,82.87,7.8,4
4,0,0,2,1400,6,124,1166,82.91,10,4
5,0,0,2,1400,13,127,1082,82.97,12,4
6,0,0,2,1400,10,125,1165,83.02,19,4
7,0,0,2,1400,12,120,1039,83.02,14,4
8,0,0,2,1400,7,114,1087,83.04,127,4
9,0,0,2,1400,5,127,1032,83.3,128,4
10,0,0,2,1400,4,124,1101,83.32,21,4
11,0,0,2,1400,11,112,1076,83.5,131,4
12,0,0,2,1400,9,130,1061,83.71,104,4
13,0,0,2,1400,3,118,1074,83.93,478,4
14,0,0,2,1400,14,127,1110,88.5,216,4
1,0,1,2,1200,5,127,1179,69.03,1.9,3
2,0,1,2,1200,11,115,1175,69.26,14,3
3,0,1,2,1200,10,122,1214,69.29,12,3
4,0,1,2,1200,9,127,1068,69.74,42,3
5,0,1,2,1200,7,120,1042,69.79,32,3
6,0,1,2,1200,8,129,1137,70.02,67,3
7,0,1,2,1200,12,116,1088,70.04,18,3
8,0,1,2,1200,3,126,1046,70.63,20,3
9,0,1,2,1200,1,133,1169,70.66,33,3
10,0,1,2,1200,6,129,1179,70.78,5.8,3
11,0,1,2,1200,4,117,1123,70.8,35,3
12,0,1,2,1200,2,132,1164,75.07,6.8,3
1,0,0,2,1600,4,125,1045,94.97,4.3,3
2,0,0,2,1600,14,123,1231,95.02,14,3
3,0,0,2,1600,10,115,1040,95.1,3.5,3
4,0,0,2,1600,8,126,1067,95.18,10,3
5,0,0,2,1600,13,130,1065,95.39,24,3
6,0,0,2,1600,2,133,1148,95.43,83,3
7,0,0,2,1600,12,122,1151,95.45,365,3
8,0,0,2,1600,6,129,1039,95.48,9.4,3
9,0,0,2,1600,3,124,1174,95.48,5.3,3
10,0,0,2,1600,5,124,1076,95.76,9.3,3
11,0,0,2,1600,11,121,1036,96.18,341,3
12,0,0,2,1600,7,112,1121,96.68,22,3
13,0,0,2,1600,1,117,1137,97.24,295,3
14,0,0,2,1600,9,110,1065,97.98,42,3
1,0,0,2,1800,3,120,1046,107.52,6.5,2
2,0,0,2,1800,4,112,1058,107.57,11,2
3,0,0,2,1800,10,117,1182,107.65,9.5,2
4,0,0,2,1800,1,128,1092,107.85,27,2
5,0,0,2,1800,11,124,1134,107.87,16,2
6,0,0,2,1800,8,119,1112,107.88,7.5,2
7,0,0,2,1800,6,128,1031,107.92,4.5,2
8,0,0,2,1800,5,115,1079,107.94,10,2
9,0,0,2,1800,7,123,1150,108.36,48,2
10,0,0,2,1800,12,130,1121,108.42,245,2
11,0,0,2,1800,2,133,1181,109.19,3.4,2
12,0,0,2,1800,9,117,1141,109.6,157,2
1,0,0,2,1000,11,122,1127,55.11,7.4,2
2,0,0,2,1000,7,120,1239,55.13,4.7,2
3,0,0,2,1000,5,128,1114,55.17,3.2,2
4,0,0,2,1000,3,124,1094,55.18,37,2
5,0,0,2,1000,14,122,1147,55.39,13,2
6,0,0,2,1000,1,130,1075,55.47,3.5,2
7,0,0,2,1000,13,128,1198,55.47,29,2
8,0,0,2,1000,9,125,1108,55.65,40,2
9,0,0,2,1000,4,125,1150,55.74,271,2
10,0,0,2,1000,10,120,1162,55.78,52,2
11,0,0,2,1000,12,123,1049,55.95,23,2
12,0,0,2,1000,8,122,1056,56.08,127,2
13,0,0,2,1000,6,124,1115,56.19,30,2
14,0,0,2,1000,2,118,1136,56.25,173,2
1,0,0,2,1200,1,133,1112,69.21,2,3
2,0,0,2,1200,5,126,1114,69.23,6.1,3
3,0,0,2,1200,3,129,1197,69.38,11,3
4,0,0,2,1200,4,116,1284,69.4,3.7,3
5,0,0,2,1200,12,132,1145,69.55,29,3
6,0,0,2,1200,10,114,1204,69.69,24,3
7,0,0,2,1200,7,115,1056,69.75,13,3
8,0,0,2,1200,8,130,1072,69.81,76,3
9,0,0,2,1200,6,122,1140,70.54,106,3
10,0,0,2,1200,2,133,1207,70.78,34,3
11,0,0,2,1200,11,115,1094,70.9,394,3
12,0,0,2,1200,9,124,1082,70.93,185,3
1,1,0,1,1200,9,123,1056,71.65,25,5
2,1,0,1,1200,1,120,1086,71.73,2.6,5
3,1,0,1,1200,3,115,1155,71.83,6.2,5
4,1,0,1,1200,10,125,992,71.86,10,5
5,1,0,1,1200,5,125,1173,72.03,4.7,5
6,1,0,1,1200,2,122,1144,72.13,8.5,5
7,1,0,1,1200,8,125,1086,72.37,11,5
8,1,0,1,1200,4,118,1220,72.45,15,5
9,1,0,1,1200,6,119,1051,72.52,26,5
10,1,0,1,1200,7,123,988,76.11,90,5
1,1,0,1,1000,8,124,1172,58.18,17,4
2,1,0,1,1000,10,133,1252,58.39,12,4
3,1,0,1,1000,5,115,1010,58.59,22,4
4,1,0,1,1000,4,133,1081,58.65,8.3,4
4,1,0,1,1000,7,125,1068,58.65,3,4
6,1,0,1,1000,9,118,1155,58.8,27,4
7,1,0,1,1000,6,115,1170,58.82,10,4
8,1,0,1,1000,3,110,1233,58.99,16,4
9,1,0,1,1000,1,126,1133,59.07,51,4
10,1,0,1,1000,2,119,1080,59.13,2.7,4
1,1,0,1,1200,1,116,1105,71.36,13,4
2,1,0,1,1200,7,124,1105,71.36,9.6,4
3,1,0,1,1200,8,120,1125,71.44,4.6,4
4,1,0,1,1200,10,123,1045,71.46,10,4
5,1,0,1,1200,3,120,1149,71.51,5.2,4
6,1,0,1,1200,5,123,1151,71.53,3.3,4
7,1,0,1,1200,9,121,1149,71.77,14,4
8,1,0,1,1200,2,123,1085,71.81,9.4,4
9,1,0,1,1200,6,127,1198,72.22,19,4
10,1,0,1,1200,4,119,1077,72.6,160,4
1,1,0,1,1650,5,117,1146,101.6,22,4
2,1,0,1,1650,6,120,1120,101.67,5.5,4
3,1,0,1,1650,10,114,1067,101.74,5.7,4
4,1,0,1,1650,4,120,1012,101.89,14,4
5,1,0,1,1650,7,124,1056,101.89,3.2,4
6,1,0,1,1650,9,117,1024,102,42,4
7,1,0,1,1650,1,133,1107,102.1,8.8,4
8,1,0,1,1650,3,129,1104,102.2,10,4
9,1,0,1,1650,8,124,1092,102.29,6.4,4
10,1,0,1,1650,2,121,1128,102.74,20,4
1,1,0,1,1200,1,110,1135,70.71,2.7,3
2,1,0,1,1200,5,130,1198,70.82,12,3
3,1,0,1,1200,2,127,1100,70.84,3.9,3
4,1,0,1,1200,10,124,1045,71.07,18,3
5,1,0,1,1200,3,133,1143,71.14,25,3
6,1,0,1,1200,4,122,1285,71.16,10,3
7,1,0,1,1200,7,113,1043,71.22,23,3
8,1,0,1,1200,8,117,992,71.29,5.9,3
9,1,0,1,1200,11,122,1117,71.57,19,3
10,1,0,1,1200,9,122,1079,71.7,34,3
11,1,0,1,1200,6,117,1171,73.8,40,3
1,1,0,1,1650,8,120,1241,100.37,2,3
2,1,0,1,1650,2,115,1120,100.65,13,3
3,1,0,1,1650,7,118,1117,100.75,6.7,3
4,1,0,1,1650,11,115,1084,100.98,21,3
5,1,0,1,1650,1,131,1214,101.05,11,3
6,1,0,1,1650,9,121,1059,101.13,17,3
7,1,0,1,1650,5,122,1044,101.28,12,3
8,1,0,1,1650,4,116,1113,101.32,37,3
9,1,0,1,1650,10,117,1129,101.63,11,3
10,1,0,1,1650,3,114,1166,101.76,33,3
11,1,0,1,1650,6,128,1205,103.08,13,3
1,1,0,1,1200,3,117,1214,70.67,4.6,2
2,1,0,1,1200,1,127,1090,70.68,2.5,2
3,1,0,1,1200,7,119,1115,70.84,21,2
4,1,0,1,1200,2,118,1135,70.88,35,2
5,1,0,1,1200,11,130,1051,70.91,17,2
6,1,0,1,1200,9,114,1142,70.92,15,2
7,1,0,1,1200,4,118,1181,70.97,12,2
8,1,0,1,1200,5,128,1065,71.14,25,2
9,1,0,1,1200,8,124,1138,71.24,8,2
10,1,0,1,1200,6,123,1006,71.3,6.8,2
11,1,0,1,1200,10,116,1130,72.21,62,2
1,1,0,2,1200,9,128,1093,71.35,10,4
2,1,0,2,1200,12,116,1125,71.36,9.5,4
3,1,0,2,1200,2,119,1071,71.45,47,4
4,1,0,2,1200,3,132,1130,71.63,8.3,4
5,1,0,2,1200,6,119,1071,71.69,26,4
6,1,0,2,1200,11,122,1085,71.77,3.4,4
7,1,0,2,1200,4,129,1025,71.85,8.7,4
8,1,0,2,1200,10,112,1066,71.87,28,4
9,1,0,2,1200,7,125,1060,71.88,6.4,4
10,1,0,2,1200,5,118,1112,71.9,27,4
11,1,0,2,1200,1,133,1171,71.99,5.5,4
12,1,0,2,1200,8,127,1165,74.34,62,4
1,1,0,2,1650,5,114,1063,99.89,9.6,3
2,1,0,2,1650,9,132,1116,99.96,4.1,3
3,1,0,2,1650,6,119,1085,100.3,7.7,3
4,1,0,2,1650,4,128,1153,100.35,7.8,3
5,1,0,2,1650,8,124,972,100.43,14,3
6,1,0,2,1650,3,116,1162,100.58,9.7,3
7,1,0,2,1650,7,126,1159,100.63,8,3
8,1,0,2,1650,1,123,1203,100.66,4.3,3
9,1,0,2,1650,2,118,1176,100.78,12,3
1,1,0,2,1200,3,126,1159,70.42,11,4
2,1,0,2,1200,6,111,1135,70.75,8.2,4
3,1,0,2,1200,4,115,1091,70.76,7.4,4
4,1,0,2,1200,5,126,1177,70.95,12,4
5,1,0,2,1200,2,133,1140,70.97,7.1,4
6,1,0,2,1200,1,131,1120,70.97,2.1,4
7,1,0,2,1200,8,119,1149,71.02,27,4
8,1,0,2,1200,7,120,1018,71.07,31,4
9,1,0,2,1200,10,124,1113,71.19,21,4
10,1,0,2,1200,9,109,1057,71.4,69,4
11,1,0,2,1200,12,128,1080,71.63,32,4
12,1,0,2,1200,11,125,1030,71.86,72,4
1,1,0,2,1650,3,132,1009,100.62,2.8,4
2,1,0,2,1650,2,118,970,101.03,7.3,4
3,1,0,2,1650,11,126,1160,101.06,12,4
4,1,0,2,1650,5,133,1250,101.11,9.8,4
5,1,0,2,1650,4,113,1081,101.26,65,4
