Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
7,10,WINSTON'S LAD(T348),K Teetan,K W Lui,116,1090,5,3-3/4,7 8 7 ,1:09.86,41,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"
8,5,BEAUTY SPARK(C318),W Buick,F C Lor,124,1162,4,4,6 7 8 ,1:09.91,13,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"
9,11,LUCKY QUALITY(D050),A Badel,C Fownes,116,1079,2,4,8 10 9 ,1:09.92,8.1,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"
10,3,MERIDIAN GENIUS(C067),N Callan,A T Millard,128,1113,8,5-1/4,9 6 10 ,1:10.12,29,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"
11,1,STORM WARNINGS(D369),P-C Boudot,D J Whyte,133,1089,11,5-3/4,5 3 11 ,1:10.19,29,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"
12,7,MEHBOOB(C239),M Barzalona,P O'Sullivan,119,1216,7,7,11 12 12 ,1:10.40,36,20-21-256,Class 3,HV,1200M,GOOD,"T-1F - ""B"" Course"

1,8,GLORIOUS ARTIST(B210),K C Leung,F C Lor,119,1142,8,-,4 4 4 4 1 ,1:48.96,69,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
2,10,PACKING WALTHAM(D457),V Borges,A S Cruz,118,1136,1,SH,6 5 5 5 2 ,1:48.97,9.5,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
3,2,SAVVY NINE(D056),R Moore,D J Whyte,133,1118,4,1/2,8 7 7 7 3 ,1:49.03,4.7,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
4,9,TIANCHI MONSTER(B350),A Hamelin,W Y So,119,1155,3,1-1/4,5 6 6 6 4 ,1:49.17,13,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
5,1,BUTTERFIELD(C462),Z Purton,C S Shum,133,1161,11,1-3/4,2 2 2 2 5 ,1:49.26,8.3,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
6,7,MAGNIFICENT(C121),C Y Ho,K H Ting,121,1149,6,2-1/4,3 3 3 3 6 ,1:49.32,17,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
7,5,INSAYSHABLE(B156),K Teetan,Y S Tsui,124,1098,10,3-1/2,10 11 11 10 7 ,1:49.52,12,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
8,6,BEAR AGAIN(C301),M Barzalona,D E Ferraris,121,1073,7,4,1 1 1 1 8 ,1:49.59,35,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
9,11,MAXIMUS(D456),A Badel,A T Millard,117,1133,5,4-1/4,7 8 8 8 9 ,1:49.63,4.4,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
10,3,STAR SHINE(B163),P-C Boudot,K W Lui,130,1211,9,4-1/2,11 9 9 9 10 ,1:49.68,19,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
11,12,FLYING QUEST(A071),M Chadwick,D J Hall,116,1085,2,4-3/4,12 12 12 12 11 ,1:49.74,10,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"
12,4,GREEN LUCK(B413),J Moreira,C Fownes,125,1106,12,5-1/2,9 10 10 11 12 ,1:49.83,6.9,20-21-257,Class 2,HV,1800M,GOOD,"T-1F - ""B"" Course"

1,1,MOMENTUM GALAXY(C275),A Hamelin,K H Ting,133,1022,4,-,5 5 1 ,1:10.04,13,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,2,TELECOM -1MA(C181),B Shinn,C Fownes,133,1147,6,1/2,2 2 2 ,1:10.12,4.1,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,11,SMART CHARADE(A314),A Badel,W Y So,118,1162,9,3/4,12 12 3 ,1:10.17,6.5,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,12,FLYING PHOTOS(D028),K Teetan,Y S Tsui,116,1026,7,1,8 8 4 ,1:10.20,14,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,8,CARRY THE DIAMOND(D122),Z Purton,R Gibson,123,1177,10,1-3/4,10 9 5 ,1:10.32,6.9,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,6,PAKISTAN ZINDABAD(D312),M Chadwick,A S Cruz,127,1144,2,2-3/4,7 6 6 ,1:10.48,42,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,5,HAPPY PROFIT(E160),C L Chau,C S Shum,120,1045,11,2-3/4,6 7 7 ,1:10.48,14,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,9,DIAMOND STAR(D017),T Piccone,J Size,122,1014,3,3-1/4,11 11 8 ,1:10.55,164,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,3,FORTUNE HAPPINESS(B128),H N Wong,K W Lui,129,1123,8,3-3/4,9 10 9 ,1:10.64,55,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,10,VALIANT ELEGANCE(D285),V Borges,D J Whyte,121,1110,12,9,1 1 10 ,1:11.49,52,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,4,PHENOMENAL COMBO(D493),M F Poon,C H Yip,126,1146,5,10-1/2,3 3 11 ,1:11.70,6.6,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,7,COMPASSION STAR(A121),J Moreira,K L Man,126,1079,1,16-1/4,4 4 12 ,1:12.65,4.1,20-21-269,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,2,SMART COUSIN(D249),Z Purton,C H Yip,132,1032,12,-,10 9 10 9 1 ,1:49.91,15,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
2,4,GREAT SMART(C319),C L Chau,K L Man,122,1244,6,1-1/4,5 6 7 6 2 ,1:50.12,4.6,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
3,9,GREEN GENERATION(C355),J Moreira,C W Chang,121,1062,11,2-1/2,12 11 11 11 3 ,1:50.30,5,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
4,10,PRESIDENT STAR(C170),M Chadwick,C S Shum,121,1059,7,2-1/2,6 4 3 2 4 ,1:50.33,10,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
5,6,WONDER WIN(C418),A Badel,L Ho,127,1054,5,3,1 3 4 4 5 ,1:50.40,6.8,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
6,5,GENERAL DINO(A193),T Piccone,R Gibson,127,1040,1,3,8 8 6 5 6 ,1:50.41,9.9,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
7,1,GO BALLISTIC(C493),K Teetan,D E Ferraris,133,1160,10,4,7 7 8 8 7 ,1:50.54,9.2,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
8,7,SACRED TIMING(C387),M F Poon,D A Hayes,120,1097,4,4-3/4,4 5 5 7 8 ,1:50.69,11,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
9,8,STRAPPING BAUHINIA(B325),A Hamelin,Y S Tsui,122,1033,3,5-1/2,2 2 2 3 9 ,1:50.78,12,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
10,3,EVEN KEEL(C442),B Shinn,A T Millard,130,987,2,5-3/4,3 1 1 1 10 ,1:50.85,10,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
11,11,MASTER ROMAN(B455),V Borges,W Y So,119,966,8,6,11 12 12 12 11 ,1:50.86,54,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"
12,12,HEALTHY TREAS-1E(B482),M L Yeung,P O'Sullivan,115,1210,9,7,9 10 9 10 12 ,1:51.02,177,20-21-270,Class 5,HV,1800M,GOOD,"T-1F - ""C"" Course"

1,11,NOBLE BIRTH(D363),Z Purton,K H Ting,120,1101,3,-,3 3 1 ,1:09.87,2.9,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,5,BRANDING POWER(E030),A Badel,K W Lui,125,1058,2,1-3/4,6 6 2 ,1:10.14,7.3,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,10,DAILY BEAUTY(D070),T Piccone,C Fownes,122,1167,11,1-3/4,11 11 3 ,1:10.14,19,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,7,PEAK TO PEAK(D472),K Teetan,F C Lor,125,1078,7,2,1 1 4 ,1:10.20,14,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,3,A SMILE LIKE YO-1S(E089),J Moreira,J Size,127,1006,8,2-1/4,5 5 5 ,1:10.21,2.2,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,6,EVER FORCE(D453),A Hamelin,C S Shum,125,1025,4,2-1/4,4 4 6 ,1:10.21,17,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,9,CHAMPION PRIDE(B049),B Shinn,D E Ferraris,124,1302,10,2-3/4,8 8 7 ,1:10.33,184,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,2,PRANCE DRAGON(B349),C L Chau,T P Yung,124,1117,12,6-1/4,12 12 8 ,1:10.87,14,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,12,MANY GAINS(C515),V Borges,K L Man,115,1022,1,6-3/4,7 7 9 ,1:10.96,110,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,1,BULLISH BROTHER(C034),K H Chan,A S Cruz,126,1132,9,7-1/4,2 2 10 ,1:11.02,65,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,8,QUICK REPLY(E067),M L Yeung,D A Hayes,125,1229,6,8,10 10 11 ,1:11.14,111,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,4,KING'S HORN(D325),H T Mo,L Ho,123,1074,5,9,9 9 12 ,1:11.31,203,20-21-271,Class 4,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,8,V CHEVALIERS(C358),A Badel,K L Man,122,1110,7,-,3 4 4 1 ,1:39.98,3.1,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,10,HAPPY WIN WIN(C125),A Hamelin,C H Yip,119,1018,1,1/2,6 8 7 2 ,1:40.07,7.9,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,7,CHAIRMAN LO(C062),T Piccone,J Size,122,1208,5,2-3/4,10 7 5 3 ,1:40.42,51,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,3,FAITHFUL TRINITY(A247),Z Purton,W Y So,128,1100,8,2-3/4,1 2 2 4 ,1:40.43,4.6,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,4,BEST FOR YOU(C223),K Teetan,Y S Tsui,126,1020,9,4,2 1 1 5 ,1:40.63,5.4,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,2,HAPPY WARRIOR(A313),C L Chau,C Fownes,126,1084,4,4-1/2,4 5 6 6 ,1:40.69,6.5,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,9,HAPPY JAI JAI(E069),M L Yeung,D A Hayes,120,1067,11,5-1/4,12 11 11 7 ,1:40.84,18,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,5,SHADOW BREAKER(C268),H N Wong,K H Ting,121,1016,10,5-1/2,9 3 3 8 ,1:40.84,40,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,6,DIONYSUS COLLIN(B436),V Borges,K W Lui,123,1082,6,5-1/2,8 10 9 9 ,1:40.85,32,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,11,IMPECCABLE -1LLOW(A310),M F Poon,R Gibson,115,1173,2,6,5 6 8 10 ,1:40.95,24,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,12,AFTER ME(B300),H W Lai,D E Ferraris,122,1063,3,7-3/4,7 9 10 11 ,1:41.21,28,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,1,HAPPY FORTUNE(D341),H T Mo,L Ho,130,1071,12,8-1/4,11 12 12 12 ,1:41.30,98,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"
-1,,RED BRICK FIGHTER(C304),J Moreira,D J Hall,115,---,---,---,---,---,---,20-21-272,Class 4,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,3,DELIGHTFUL LAOS(D321),C L Chau,A S Cruz,120,1180,10,-,11 11 11 1 ,1:39.59,15,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
2,2,THE ROCK(D187),J Moreira,C Fownes,132,1194,6,3/4,6 6 3 2 ,1:39.70,3.3,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
3,12,WEALTHY DELIGHT(D424),A Badel,J Size,115,1017,8,1-1/2,9 8 8 3 ,1:39.82,14,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
4,11,TOYCOON(D203),M Chadwick,P F Yiu,118,1052,4,2,7 7 7 4 ,1:39.92,26,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
5,8,CHATER PINS(E057),M L Yeung,D A Hayes,118,1108,9,3-1/4,10 10 10 5 ,1:40.09,112,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
6,7,FARSHAD(B238),A Hamelin,Y S Tsui,120,1117,5,3-3/4,4 2 2 6 ,1:40.17,19,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
7,6,ANGEL OF MY EYES(D360),Z Purton,C S Shum,120,1069,12,6,2 3 4 7 ,1:40.56,3.9,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
8,10,TOTAL POWER(D138),M F Poon,D J Hall,116,1097,7,6-1/2,8 9 9 8 ,1:40.63,5.2,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
9,1,AMAZING BEATS(C507),K Teetan,P O'Sullivan,133,1160,3,8-1/2,3 4 5 9 ,1:40.96,13,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
10,5,CABLE SPEED(D459),V Borges,R Gibson,121,1166,11,11,12 12 12 10 ,1:41.34,194,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
11,4,MISSION TYCOON(B224),K H Chan,F C Lor,118,1241,2,18-1/4,1 1 1 11 ,1:42.49,45,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"
12,9,ENTRUSTED(D381),T Piccone,D J Whyte,118,1160,1,20,5 5 6 12 ,1:42.80,7.8,20-21-273,Class 3,HV,1650M,GOOD,"T-1F - ""C"" Course"

1,7,FLYING GENIUS(D071),Z Purton,A S Cruz,122,1189,3,-,3 3 1 ,0:56.81,3.1,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
2,12,K-1PANY(D172),A Badel,C Fownes,115,1139,10,1-3/4,12 11 2 ,0:57.09,19,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
3,3,SAUL'S SPECIAL(A293),C L Chau,C W Chang,125,1132,1,2,7 5 3 ,0:57.13,7.7,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
4,6,FABULOUS EIGHT(B473),V Borges,P F Yiu,122,1126,12,2,5 2 4 ,0:57.14,14,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
5,8,DIAMOND BRILLIANT(B372),A Hamelin,T P Yung,120,1204,6,2-1/4,8 6 5 ,0:57.17,12,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
6,2,HANDSOME BO BO(B119),B Shinn,C S Shum,132,1216,9,2-3/4,9 10 6 ,0:57.24,5,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
7,11,WILD WEST WING(C381),K Teetan,J Size,116,1073,7,4,1 1 7 ,0:57.43,11,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
8,10,POISED TO STRIKE(D365),C Wong,D A Hayes,112,1001,4,4-1/4,11 12 8 ,0:57.49,43,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
9,1,UTOPIA LI-1(C166),K H Chan,K L Man,126,1163,5,4-3/4,6 4 9 ,0:57.58,76,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
10,4,WE THE SOUTH(D149),J Moreira,F C Lor,130,1138,11,5,4 9 10 ,0:57.59,4.7,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
11,5,ORION PATCH(D401),M F Poon,K W Lui,122,1116,2,5-1/4,10 8 11 ,0:57.65,116,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"
12,9,MOMENT OF POWER(V138),T Piccone,P O'Sullivan,120,1110,8,7-3/4,2 7 12 ,0:58.03,38,20-21-274,Class 3,HV,1000M,GOOD,"T-1F - ""C"" Course"

1,9,BABY(C271),V Borges,K H Ting,120,1143,6,-,2 2 1 ,1:09.40,13,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
2,4,SCORES OF FUN(D335),J Moreira,J Size,126,1117,2,1,3 3 2 ,1:09.56,2.2,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
3,10,THE RUNNER(D042),K Teetan,F C Lor,120,1136,1,1-1/4,6 6 3 ,1:09.61,4.8,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
4,7,HARMONY N HOME(C531),A Badel,C S Shum,121,1029,10,2,12 12 4 ,1:09.71,25,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
5,2,KA YING MASTER(C240),C L Chau,T P Yung,120,1179,12,3,9 9 5 ,1:09.87,15,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
6,5,HIGH RISE SOLDIER(C511),Z Purton,K W Lui,125,1016,9,3,7 7 6 ,1:09.89,7.1,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
7,8,SEVEN HEAVENS(B089),T Piccone,C Fownes,121,1095,11,3,10 10 7 ,1:09.90,14,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
8,6,KING'S CAPITAL(E077),M L Yeung,D A Hayes,122,1053,4,3-1/4,5 5 8 ,1:09.94,53,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
9,1,FALCON T-1BO(B164),B Shinn,A T Millard,129,1165,8,3-1/2,4 4 9 ,1:09.97,16,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
10,11,PRINCE OF FROG(D324),M Chadwick,L Ho,119,1229,3,3-3/4,1 1 10 ,1:10.00,15,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
11,3,SERIOUS LIAISON(D434),M F Poon,D J Hall,125,1010,7,5,11 11 11 ,1:10.18,195,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"
12,12,XPONENTIAL(D049),A Hamelin,D J Whyte,117,1142,5,5-3/4,8 8 12 ,1:10.31,50,20-21-275,Class 3,HV,1200M,GOOD,"T-1F - ""C"" Course"

1,4,INCANTO PREPARED(D009),J Moreira,J Size,131,1004,1,-,5 7 6 1 ,1:38.99,2.4,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
2,6,MORE THAN ENOUGH(D372),N Callan,A S Cruz,128,1188,9,3-1/4,1 1 1 2 ,1:39.51,10,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
3,2,GLORIOUS LOVER(D191),C Soumillon,Y S Tsui,132,1072,6,3-3/4,8 10 9 3 ,1:39.58,6,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
4,12,ALL BEST FRIENDS(A217),H W Lai,K L Man,114,1083,5,4-1/4,3 4 4 4 ,1:39.68,96,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
5,3,METHANE(C469),A Hamelin,D E Ferraris,132,1078,11,4-3/4,11 12 12 5 ,1:39.75,12,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
6,8,RED MAJESTY(E028),M L Yeung,D A Hayes,118,1214,2,6,6 5 5 6 ,1:39.94,111,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
7,9,SPEED TO EXCEED(D304),M F Poon,D J Hall,116,1045,3,8,9 9 10 7 ,1:40.25,20,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
8,11,RUN THE TABLE(D229),A Badel,K W Lui,116,1021,7,8-1/4,2 2 3 8 ,1:40.29,3.4,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
9,10,HAPPY ICHIBAN(D037),C Y Ho,D J Whyte,117,1276,12,8-3/4,10 8 2 9 ,1:40.39,46,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
10,1,SUPERBELLA(D128),K C Leung,F C Lor,133,1111,4,8-3/4,7 6 8 10 ,1:40.41,35,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
11,5,PAKISTAN FRIEND(B370),C L Chau,W Y So,123,1067,8,9-3/4,12 11 11 11 ,1:40.56,27,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"
12,7,KIRAM(T093),B Shinn,D E Ferraris,125,1148,10,10-1/2,4 3 7 12 ,1:40.68,79,20-21-287,Class 4,HV,1650M,GOOD,"T-1F - ""C+3"" Course"

1,11,MANAGEMENT SUPREME(D248),C Y Ho,K W Lui,122,1102,9,-,2 2 1 ,1:09.72,3.9,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
2,5,GOODLUCK GOODLUCK(B188),K C Leung,W Y So,128,1262,8,1/2,1 1 2 ,1:09.80,8.8,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
3,6,HONEST WAY(B200),M L Yeung,K L Man,128,1258,7,1/2,3 3 3 ,1:09.83,16,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
4,3,AMBITIOUS HEART(V303),J Moreira,D E Ferraris,130,1209,2,1-3/4,4 4 4 ,1:10.00,4.9,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
5,2,NORDIC WARRIOR(B371),M Chadwick,R Gibson,131,1105,5,2,9 9 5 ,1:10.05,14,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
6,1,HERCULES(C476),C L Chau,C H Yip,126,1040,1,2,5 5 6 ,1:10.06,4.1,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
7,4,ORIENTAL AMIGO(D232),C Schofield,Y S Tsui,130,1070,4,2-3/4,8 7 7 ,1:10.17,12,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
8,12,WINNING STRIKES(D104),A Badel,P O'Sullivan,116,1079,3,3-1/4,7 8 8 ,1:10.26,8.3,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
9,10,PICHU(E011),N Callan,K H Ting,125,1094,6,4-1/2,6 6 9 ,1:10.44,202,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
10,9,NEW FUT-1E(E039),Z Purton,T P Yung,125,1118,12,5-3/4,11 11 10 ,1:10.65,20,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
11,7,AION(D447),B Shinn,D A Hayes,125,1095,10,8,10 10 11 ,1:11.02,86,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
12,8,HAPPY RUBY(D313),V Borges,A T Millard,125,1093,11,11-1/4,12 12 12 ,1:11.50,137,20-21-288,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"

1,1,HAPPY GOOD GUYS(B466),C Soumillon,P F Yiu,133,1138,4,-,4 4 1 ,0:57.06,5.6,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
2,11,U W BROTHER(C389),J Moreira,Y S Tsui,116,1172,6,SH,1 1 2 ,0:57.07,3.3,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
3,10,TRAVEL DATUK(V235),M Chadwick,R Gibson,116,1109,1,1/2,3 3 3 ,0:57.15,10,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
4,3,TOM'S STYLE(C509),N Callan,K W Lui,132,1200,9,1-1/4,11 9 4 ,0:57.26,35,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
5,6,VIVA CHEF(D411),M F Poon,L Ho,120,1090,8,2-1/4,6 5 5 ,0:57.41,20,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
6,9,HAPPILY FRIENDS(C533),C Schofield,K H Ting,120,1088,12,2-1/4,2 2 6 ,0:57.42,34,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
7,4,UNITED WE STAND(D048),Z Purton,C S Shum,130,1230,3,3,8 6 7 ,0:57.54,2.9,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
8,2,AFTER ME(B300),H W Lai,D E Ferraris,118,1061,7,3-1/2,7 8 8 ,0:57.61,69,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
9,8,BOND A STAR(D244),C Wong,C H Yip,115,1164,2,3-3/4,9 7 9 ,0:57.67,114,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
10,12,ARDENODE(B145),A Badel,W Y So,114,1070,10,4,5 11 10 ,0:57.68,17,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
11,7,WINNER'S HEART(D044),K C Leung,F C Lor,121,1193,5,4-1/4,10 10 11 ,0:57.73,10,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
12,5,SEA ELITE(E076),A Hamelin,D J Whyte,125,1176,11,4-3/4,12 12 12 ,0:57.82,61,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"
-1,,NEXTMODEL(D015),C L Chau,T P Yung,125,---,---,---,---,---,---,20-21-289,Class 4,HV,1000M,GOOD,"T-1F - ""C+3"" Course"

1,4,HERE COMES TED(C457),C Soumillon,D E Ferraris,129,1248,2,-,5 5 1 ,1:09.55,2.5,20-21-290,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
2,3,REWARDING TOGETHER(D334),J Moreira,F C Lor,130,1246,3,SH,3 3 2 ,1:09.56,3.8,20-21-290,Class 4,HV,1200M,GOOD,"T-1F - ""C+3"" Course"
