
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
10,8,VERY SWEET ORANGE(A300),H N Wong,Y S Tsui,121,1121,3,13-1/4,2 2 10 ,1:11.48,25,19-20-42,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
11,10,COBY WIN(C382),H T Mo,C S Shum,115,1133,7,15-1/4,9 8 11 ,1:11.77,102,19-20-42,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
12,7,XIANG LAN QI(C167),H W Lai,K L Man,125,1114,1,25-1/4,8 11 12 ,1:13.38,90,19-20-42,Class 4,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,EMERALD SPUR(B258),G van Niekerk,P F Yiu,120,1186,1,-,6 5 6 1 ,1:21.56,7.3,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
2,2,FALCON TURBO(B164),C Y Ho,D J Whyte,132,1124,4,N,9 7 7 2 ,1:21.60,3.7,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
3,1,STARSHIP(V379),Z Purton,P O'Sullivan,133,1155,6,1-1/4,11 12 10 3 ,1:21.76,7.2,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
4,6,PEARL CHAMPION(B201),K H Chan,A T Millard,119,1027,8,1-3/4,7 6 5 4 ,1:21.82,9.7,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
5,13,GODSPEED(A087),T H So,D J Hall,115,1150,12,2-1/4,13 14 12 5 ,1:21.90,89,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
6,8,BLASTOISE(C450),N Callan,D E Ferraris,124,1034,10,2-1/2,10 11 9 6 ,1:21.97,11,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
7,3,SUNSHINE WARRIOR(C360),K Teetan,A S Cruz,132,1147,14,3,3 2 2 7 ,1:22.03,6.8,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
8,5,GINTOKI(C216),M L Yeung,T P Yung,128,1141,13,5,1 1 1 8 ,1:22.34,30,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
9,14,SOLAR BILLION(C171),H W Lai,K L Man,117,1111,9,5-1/4,14 13 11 9 ,1:22.40,77,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
10,4,CENTRAL EXPRESS(C444),J Moreira,J Size,131,1135,3,5-3/4,12 9 8 10 ,1:22.47,9,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
11,9,MASTER ROMAN(B455),M Chadwick,W Y So,124,974,11,9,8 10 14 11 ,1:22.98,174,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
12,11,CASIMIRO(C149),A Sanna,C H Yip,120,1114,7,9-1/2,2 3 3 12 ,1:23.07,16,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
13,7,VOYAGE KING(B168),K C Leung,F C Lor,127,1115,2,13-1/4,5 4 4 13 ,1:23.67,15,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
14,10,SMILING SUCCESS(C250),C Schofield,K H Ting,124,1217,5,14-1/4,4 8 13 14 ,1:23.82,29,19-20-43,Class 4,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,12,MASSIVE POCKET(B246),C Y Ho,K W Lui,118,1048,9,-,9 7 1 ,0:56.53,10,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
2,7,GOKO(A270),H T Mo,C H Yip,119,1304,13,1-1/4,7 4 2 ,0:56.73,12,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
3,6,STAR LUCK(C257),K H Chan,F C Lor,113,1043,7,1-1/4,5 5 3 ,0:56.74,37,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
4,13,VALIANT DREAM(B416),H N Wong,K W Lui,115,1205,2,2,1 3 4 ,0:56.84,4,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
5,1,MR LUMIERES(B179),Z Purton,D J Hall,133,1123,8,3,2 1 5 ,0:57.02,6.5,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
6,8,PERFECT PAIR(C027),C Schofield,W Y So,122,1090,3,4-1/4,8 8 6 ,0:57.22,27,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
7,3,WINNING METHOD(C383),J Moreira,C S Shum,125,1189,12,4-1/2,3 2 7 ,0:57.25,3.3,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
8,4,ARDENODE(B145),A Sanna,W Y So,123,1056,10,4-3/4,11 10 8 ,0:57.29,206,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
9,9,KA YING MASTER(C240),M L Yeung,T P Yung,119,1131,1,5-1/4,4 6 9 ,0:57.39,6,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
10,5,E MASTER(A254),U Rispoli,C Fownes,123,1135,5,9-1/4,13 12 10 ,0:58.01,12,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
11,14,SPACE(C339),T H So,Y S Tsui,115,1109,11,10-1/4,6 9 11 ,0:58.16,255,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
12,10,GREAT SMART(C319),H W Lai,L Ho,120,1189,6,15-1/4,12 13 12 ,0:58.97,377,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
13,2,OOGA CHAKA(C259),K C Leung,K H Ting,127,1119,4,16-1/4,10 11 13 ,0:59.15,116,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
WV,11,HAIR TRIGGER(A215),M Chadwick,J Moore,119,---,---,---,---,---,---,19-20-44,Class 3,ST,1000M,GOOD TO FIRM,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,5,KING OPIE(B034),K Teetan,F C Lor,119,1074,2,-,4 4 3 1 ,1:35.02,11,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
2,7,BEAUTY SPIRIT(B409),H T Mo,A S Cruz,113,1270,7,1/2,1 1 1 2 ,1:35.09,4.5,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
3,9,STAR PERFORMANCE(C429),J Moreira,A S Cruz,116,1074,8,1,6 6 5 3 ,1:35.17,3.4,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
4,1,HARMONY VICTORY(B405),G van Niekerk,C S Shum,133,1055,5,1,7 8 7 4 ,1:35.18,3.1,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
5,2,JOYFUL TRINITY(V110),C Y Ho,C Fownes,123,1173,4,2-3/4,2 2 2 5 ,1:35.44,15,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
6,8,MONGOLIAN KING(A098),U Rispoli,Y S Tsui,117,1095,6,3-1/2,9 9 9 6 ,1:35.60,10,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
7,3,CLASSIC BEAUTY(C049),M Chadwick,J Moore,121,1106,1,4,3 3 4 7 ,1:35.67,13,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
8,6,NOBLE STEED(A326),M L Yeung,K W Lui,115,1156,9,4-1/2,8 7 8 8 ,1:35.73,20,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
9,4,GORGEOUS KING(V118),A Sanna,P O'Sullivan,120,1155,3,5-3/4,5 5 6 9 ,1:35.95,107,19-20-45,Class 2,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,MORE THAN THIS(C199),K Teetan,K W Lui,133,1191,5,-,4 4 5 1 ,1:33.31,9.6,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
2,13,BEAUTY DAY(B076),H N Wong,T P Yung,117,1117,10,1-1/4,2 2 2 2 ,1:33.51,9.3,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
3,5,ASSIMILATE(C160),U Rispoli,K H Ting,132,1086,4,1-3/4,13 12 10 3 ,1:33.59,5.8,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
4,6,VINCY(B213),M F Poon,F C Lor,128,1049,7,3-1/2,10 10 7 4 ,1:33.88,6.5,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
5,3,WINNING DELIGHT(C325),Z Purton,C Fownes,133,1071,12,3-1/2,9 9 8 5 ,1:33.88,7.4,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
6,10,WORLD FAMOUS(C288),J Moreira,A S Cruz,127,1123,1,4,5 5 4 6 ,1:33.95,2.8,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
7,7,JIMMU(C266),K C Leung,Y S Tsui,130,1033,13,6-1/2,14 14 13 7 ,1:34.33,243,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
8,11,BETHANY(C258),H W Lai,C S Shum,126,1086,6,7,3 3 3 8 ,1:34.43,110,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
9,8,MAGNIFICENT(C121),H T Mo,L Ho,126,1117,9,7-1/2,1 1 1 9 ,1:34.52,47,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
10,9,UNICRON JEWELLERY(V333),R Bayliss,J Size,128,1121,2,7-3/4,7 8 6 10 ,1:34.53,35,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
11,12,RED ELYSEES(A005),C Y Ho,K L Man,122,1154,14,7-3/4,8 7 11 11 ,1:34.53,11,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
12,1,GIANT TURTLE(T391),K H Chan,A T Millard,123,1048,3,10-3/4,6 6 9 12 ,1:35.02,44,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
13,14,GENERAL DINO(A193),A Sanna,D E Ferraris,120,1035,11,16-1/4,12 13 12 13 ,1:35.92,195,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
14,4,ARCATRAZ(C398),G van Niekerk,J Moore,132,1004,8,26-1/2,11 11 14 14 ,1:37.56,70,19-20-46,Class 3,ST,1600M,GOOD TO FIRM,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,WINNER SUPREME(C226),K Teetan,Y S Tsui,128,1178,4,-,1 1 1 ,1:08.78,3.4,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
2,9,UTOPIA LIFE(C166),C Schofield,K L Man,120,1142,5,2-3/4,3 4 2 ,1:09.23,5.2,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
3,8,TRIUMPHANT ARCH(C375),Z Purton,T P Yung,120,1156,7,4-1/4,5 5 3 ,1:09.45,5.8,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
4,7,MOMENTUM GALAXY(C275),K C Leung,K H Ting,121,1021,3,4-1/2,6 6 4 ,1:09.48,84,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
5,12,SHIMMER AND SHINE(B080),M F Poon,C Fownes,111,1194,1,4-1/2,4 2 5 ,1:09.49,6.1,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
6,3,SIMPLY BIG(B352),K H Chan,F C Lor,119,1008,8,6-1/4,2 3 6 ,1:09.79,5.6,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
7,1,MR GENUINE(S253),C Y Ho,D J Hall,133,1101,10,6-1/2,8 9 7 ,1:09.81,25,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
8,2,INFINITY ENDEAVOUR(A030),J Moreira,J Size,131,1098,12,7,9 8 8 ,1:09.89,15,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
9,10,HARBOUR ALERT(T254),H T Mo,C W Chang,114,1304,9,9-1/4,12 12 9 ,1:10.25,33,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
10,11,GOLDIE FLANKER(V161),T H So,P O'Sullivan,113,1204,11,9-1/2,11 10 10 ,1:10.28,34,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
11,5,STARLIGHT(V273),H N Wong,C H Yip,123,1070,2,15,10 11 11 ,1:11.16,64,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
12,6,HOLY HEART(C443),M Chadwick,K W Lui,124,1095,6,16,7 7 12 ,1:11.32,33,19-20-47,Class 3,ST,1200M,GOOD,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,4,KING OF HEARTS(C145),K Teetan,A S Cruz,131,1039,6,-,8 8 8 1 ,1:21.27,12,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
2,14,GREAT TREASURE(T380),T H So,Y S Tsui,114,1012,7,N,14 14 14 2 ,1:21.32,25,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
3,5,CHARIZARD(B463),U Rispoli,D E Ferraris,125,1015,4,1/2,9 9 9 3 ,1:21.36,8.8,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
4,3,MY DARLING(V142),M Chadwick,T P Yung,132,1181,12,1-1/4,1 2 1 4 ,1:21.47,13,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
5,1,REGENCY BO BO(A050),Z Purton,C S Shum,133,1137,5,2-1/4,4 5 3 5 ,1:21.61,3.5,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
6,10,BEAUTY ENERGY(B149),G van Niekerk,J Moore,121,1060,13,2-1/4,11 10 10 6 ,1:21.64,15,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
7,11,DEFINING MOMENT(C159),R Bayliss,C Fownes,119,1117,10,3,13 13 13 7 ,1:21.73,40,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
8,9,STAR MAJESTIC(S093),N Callan,P O'Sullivan,122,1132,1,4,5 6 4 8 ,1:21.93,32,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
9,6,FENRIR(C142),C Schofield,K H Ting,125,1168,11,5-1/2,7 1 2 9 ,1:22.13,34,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
10,13,FLYING VICTORY(C277),J Moreira,F C Lor,116,1127,14,5-1/2,2 3 7 10 ,1:22.14,13,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
11,12,JOLLY CONVERGENCE(V293),K C Leung,R Gibson,117,1080,8,5-3/4,12 12 12 11 ,1:22.20,193,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
12,2,CORDYCEPS(B070),C Y Ho,K W Lui,132,1183,9,6-3/4,3 4 5 12 ,1:22.35,3.6,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
13,7,MARZOUQ(B094),H N Wong,J Size,122,968,3,8-1/2,10 11 11 13 ,1:22.62,94,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
14,8,PRECIOUSSHIP(C050),M F Poon,P F Yiu,122,1027,2,9-1/4,6 7 6 14 ,1:22.76,9.3,19-20-48,Class 3,ST,1400M,GOOD TO FIRM,"TURF - ""A"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,2,CROWN AVENUE(V378),Z Purton,C H Yip,130,1177,5,-,3 1 1 1 1 ,1:47.38,2.2,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
2,4,BLASTOISE(C450),K Teetan,D E Ferraris,121,1027,4,1/2,2 3 3 3 2 ,1:47.48,4.3,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
3,9,BULLISH GLORY(A118),M F Poon,C W Chang,114,1110,1,1-3/4,4 5 5 7 3 ,1:47.65,9.7,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
4,6,AMAZING AGILITY(V192),H W Lai,L Ho,119,984,7,2-3/4,8 8 8 8 4 ,1:47.82,32,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
5,8,GARLIC YEAH(V039),H T Mo,C H Yip,115,1005,3,3-1/4,7 7 7 6 5 ,1:47.89,49,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
6,7,INDIGENOUS STAR(A081),M Chadwick,P F Yiu,119,1052,9,5,9 9 9 9 6 ,1:48.19,12,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
7,3,SUNNY POWER(A371),U Rispoli,K W Lui,128,1125,8,5-1/4,1 2 2 2 7 ,1:48.21,13,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
8,1,NEW ELEGANCE(A416),B Shinn,F C Lor,133,1068,2,5-3/4,5 4 4 4 8 ,1:48.31,9.5,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
9,5,GORGEOUS AGAIN(V326),J Moreira,C S Shum,120,1094,6,6-1/2,6 6 6 5 9 ,1:48.43,8.3,19-20-69,Class 4,ST,1800M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,8,HIDDEN SPIRIT(B130),K Teetan,P O'Sullivan,121,1148,9,-,11 11 7 1 ,1:40.61,5.1,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
2,14,MASTER BERNINI(A174),J Moreira,A T Millard,115,1050,13,1-1/4,13 12 6 2 ,1:40.79,6,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
3,10,CHATER THUNDER(A325),A Sanna,D J Whyte,119,1018,3,2-1/2,4 4 4 3 ,1:40.99,5.6,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
4,9,MI BLANCO(A186),C Schofield,P O'Sullivan,120,1107,11,4-3/4,10 10 9 4 ,1:41.39,9.5,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
5,5,KEEP WINNING(B331),K C Leung,C W Chang,126,1134,1,5-3/4,5 6 5 5 ,1:41.54,9.1,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
6,7,LET'S COME BACK(B367),Z Purton,C Fownes,125,1152,2,8-1/2,2 3 3 6 ,1:41.96,4.7,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
7,6,SUNNY MAJOR(B298),H N Wong,D E Ferraris,123,1153,7,9,6 2 1 7 ,1:42.05,159,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
8,13,WHAMPOA STAR(B146),L Hewitson,Y S Tsui,116,1154,4,10,8 8 8 8 ,1:42.23,12,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
9,11,GUERDON HELMET(B007),R Bayliss,K L Man,119,1039,14,11-3/4,14 14 14 9 ,1:42.51,219,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
10,4,DATING(B341),T H So,C H Yip,125,1033,10,15-1/2,12 13 13 10 ,1:43.10,44,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
11,12,WONDERFUL TIGER(A235),M L Yeung,W Y So,115,1085,6,15-3/4,1 1 2 11 ,1:43.12,31,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
12,2,ASSOCIATION FANS(V207),M Chadwick,L Ho,128,1160,8,17-1/2,9 9 12 12 ,1:43.41,12,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
13,3,SUN FOXHUNTER(B389),B Shinn,K W Lui,128,1182,5,32-3/4,3 5 10 13 ,1:45.84,98,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
14,1,TIGERLAD(C243),N Callan,R Gibson,133,1116,12,35-1/2,7 7 11 14 ,1:46.30,104,19-20-70,Class 5,ST,1650M,WET SLOW,ALL WEATHER TRACK
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,9,COLORADO HIGH(C177),J Moreira,R Gibson,125,1209,3,-,6 5 1 ,1:10.09,3.3,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
2,7,MAJESTIC CONQUEROR(C363),M L Yeung,T P Yung,125,1119,10,1-1/2,2 1 2 ,1:10.32,8.6,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
3,3,EPTIWINS(B362),B Shinn,L Ho,130,1104,11,2,13 14 3 ,1:10.42,11,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
4,4,FRESH POWER(B067),Z Purton,Y S Tsui,128,1018,1,2-3/4,9 10 4 ,1:10.53,2.5,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
5,1,SPLENDID TIMING(C161),A Sanna,C W Chang,133,1310,5,3-1/4,11 11 5 ,1:10.62,16,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
6,14,FARM BUMPER(C244),K C Leung,K L Man,118,1109,9,4-1/2,4 3 6 ,1:10.80,29,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
7,11,DR LUCKY STAR(C335),T H So,D J Hall,117,1054,2,7-1/4,14 13 7 ,1:11.24,85,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
8,5,IRON BOY(V071),R Bayliss,D J Whyte,128,1166,12,7-1/2,10 12 8 ,1:11.27,20,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
9,10,GALAXY RACER(C245),H N Wong,K H Ting,117,1094,4,7-3/4,12 9 9 ,1:11.34,295,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
10,2,BINGO(A301),M F Poon,J Moore,129,1195,13,9,1 2 10 ,1:11.54,14,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
11,8,PARTY EVERYDAY(C414),K Teetan,A S Cruz,127,1113,7,10-3/4,7 7 11 ,1:11.80,31,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
12,12,IRON KING(C133),H T Mo,C H Yip,116,1071,8,11-3/4,8 6 12 ,1:11.97,27,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
13,13,PLANET NICCONI(B417),H W Lai,W Y So,119,1147,6,22-1/2,5 4 13 ,1:13.69,331,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
14,6,LUCKY WORLD(C485),L Hewitson,C S Shum,127,1129,14,26-1/4,3 8 14 ,1:14.29,132,19-20-71,Class 4,ST,1200M,GOOD,"TURF - ""B+2"" Course"
Pla,Horse No,Horse,Jockey,Trainer,Act Wt,Declare Horse Wt,Draw,LBW,RunningPos,Finish Time,Win Odds,RaceID,Class,Loc,Length,Going,Track
1,8,MY WINNER(B197),J Moreira,R Gibson,122,1134,13,-,11 13 11 1 ,1:22.73,5.2,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
2,9,SPRINT FORWARD(C353),Z Purton,J Moore,122,1118,5,1/2,2 2 2 2 ,1:22.82,2.8,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
3,3,SUNSHINE WARRIOR(C360),A Domeyer,A S Cruz,131,1132,7,1-1/2,10 9 5 3 ,1:22.98,3.4,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
4,4,CHEERFUL LEADER(C394),M Chadwick,P F Yiu,125,1057,1,1-3/4,4 4 3 4 ,1:22.99,138,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
5,1,WINNING ENDEAVOUR(C048),A Sanna,D J Whyte,133,1033,12,3-1/4,13 12 7 5 ,1:23.27,10,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
6,7,LUCKY GUY(T349),B Shinn,C H Yip,124,1224,4,3-1/2,9 8 6 6 ,1:23.29,12,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
7,2,SPACE(C339),T H So,Y S Tsui,129,1105,9,4-1/4,1 1 1 7 ,1:23.42,294,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
8,13,SHINEALOT(C046),K Teetan,P O'Sullivan,118,1065,6,5-3/4,12 10 8 8 ,1:23.66,41,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
9,5,FORTUNATE RUNNER(A292),N Callan,K W Lui,125,1142,2,11,3 5 4 9 ,1:24.48,12,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
10,12,CHEEKY BEE(B471),L Hewitson,A T Millard,119,1011,3,11-1/2,6 7 12 10 ,1:24.55,49,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
11,10,KA YING BRILLIANCE(B115),M L Yeung,T P Yung,119,1151,11,11-1/2,7 6 9 11 ,1:24.58,39,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
12,6,WHO'S HORSE(C233),U Rispoli,K H Ting,125,1142,8,11-3/4,8 11 13 12 ,1:24.60,44,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
13,14,WINNING WARRIOR(C185),H W Lai,K L Man,114,1089,10,29-1/4,5 3 10 13 ,1:27.42,322,19-20-72,Class 4,ST,1400M,GOOD,"TURF - ""B+2"" Course"
