/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/01&Racecourse=ST&RaceNo=10,06,01/11/20,"ST / Turf / ""A""",1400,GF,3,12,65,C S Shum,Z Purton,2-3/4,4.1,120,10 11 10 6,1.21.56,1084,TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/10/01&Racecourse=ST&RaceNo=8,01,01/10/20,"ST / Turf / ""B""",1400,G,4,5,59,C S Shum,Z Purton,HD,3.3,133,3 5 5 1,1.21.89,1080,TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/09/06&Racecourse=ST&RaceNo=5,02,06/09/20,"ST / Turf / ""A""",1400,G,4,10,58,C S Shum,Z Purton,1-1/4,4.1,131,1 1 1 2,1.22.44,1082,TT
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/31&Racecourse=ST&RaceNo=9,11,31/01/21,"ST / Turf / ""B+2""",1600,G,3,14,68,D A Hayes,C Schofield,6,175,121,14 14 14 11,1.34.90,1021,XB
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/26&Racecourse=ST&RaceNo=11,10,26/12/20,"ST / Turf / ""A+3""",1400,G,3,9,68,D A Hayes,M L Yeung,6-1/4,74,122,14 13 14 10,1.22.87,1032,XB1
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/31&Racecourse=ST&RaceNo=9,03,31/01/21,"ST / Turf / ""B+2""",1600,G,3,11,63,K H Ting,C Y Ho,N,5.1,117,10 11 10 3,1.34.00,1173,B/H
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/01&Racecourse=ST&RaceNo=5,02,01/01/21,"ST / Turf / ""B+2""",1400,G,4,11,60,K H Ting,C Y Ho,N,2,133,13 13 12 2,1.22.05,1181,B/H
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/13&Racecourse=ST&RaceNo=2,01,13/12/20,"ST / Turf / ""A""",1400,G,4,1,53,K H Ting,C Y Ho,1-1/4,2.4,126,12 12 9 1,1.22.36,1193,B/H
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/01&Racecourse=ST&RaceNo=6,01,01/11/20,"ST / Turf / ""A""",1400,GF,4,12,45,K H Ting,C Y Ho,1-3/4,5.6,119,12 12 10 1,1.21.45,1178,B/H
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/10/07&Racecourse=HV&RaceNo=4,05,07/10/20,"HV / Turf / ""A""",1200,G,4,8,46,K H Ting,C Y Ho,1-3/4,5.3,119,11 12 5,1.11.03,1170,H/B1
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/09/09&Racecourse=HV&RaceNo=5,09,09/09/20,"HV / Turf / ""B""",1200,G,4,3,46,K H Ting,M L Yeung,2-1/2,12,119,11 12 9,1.10.10,1158,H
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/02/24&Racecourse=HV&RaceNo=4,08,24/02/21,"HV / Turf / ""C+3""",1000,GF,3,6,65,K H Ting,K C Leung,6,11,119,1 1 8,0.57.83,1106,B/SB
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/31&Racecourse=ST&RaceNo=5,07,31/01/21,ST / AWT,1200,GD,3,3,67,K H Ting,C Y Ho,4-1/2,13,120,3 4 7,1.09.22,1094,B1/SB1
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/24&Racecourse=ST&RaceNo=6,03,24/01/21,"ST / Turf / ""A+3""",2000,G,3,8,66,D A Hayes,M F Poon,2,22,118,7 7 7 8 3,2.02.66,1057,XB2
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/06&Racecourse=HV&RaceNo=9,06,06/01/21,"HV / Turf / ""A""",1800,G,3,11,68,D A Hayes,Z Purton,3,15,121,11 6 6 6 6,1.50.74,1056,--
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/12/13&Racecourse=ST&RaceNo=3,09,13/12/20,"ST / Turf / ""A""",1800,G,3,10,69,D A Hayes,T Marquand,2-1/4,32,123,11 10 11 10 9,1.48.74,1050,--
/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/11/29&Racecourse=ST&RaceNo=9,06,29/11/20,"ST / Turf / ""C""",1600,G,3,9,70,D A Hayes,Z Purton,2,13,123,10 10 9 6,1.34.50,1063,--
