Pla,Loc,Track,Going,Dist,Draw,JW,AW,Time,WOdd
9,0,0,2,2200,12,118,1046,137.44,17.0
10,0,0,2,2200,11,128,1131,137.48,9.1
11,0,0,2,2200,5,114,1074,137.73,20.0
12,0,0,2,2200,4,119,1211,137.87,106.0
1,0,0,2,1200,2,115,1087,69.24,11.0
2,0,0,2,1200,4,133,1164,69.28,5.6
3,0,0,2,1200,5,114,1126,69.31,35.0
4,0,0,2,1200,9,128,1128,69.36,16.0
5,0,0,2,1200,7,118,1019,69.38,14.0
6,0,0,2,1200,10,118,1131,69.52,15.0
7,0,0,2,1200,8,121,1181,69.62,1.5
8,0,0,2,1200,1,116,1193,69.64,16.0
9,0,0,2,1200,6,124,1141,69.94,46.0
10,0,0,2,1200,3,115,1115,69.94,186.0
1,0,0,2,1650,2,131,1081,99.0,2.6
2,0,0,2,1650,7,122,1068,99.32,3.8
3,0,0,2,1650,6,132,1182,99.45,9.3
4,0,0,2,1650,12,121,1147,99.65,36.0
5,0,0,2,1650,11,133,1166,99.68,33.0
6,0,0,2,1650,1,133,1176,99.71,8.0
7,0,0,2,1650,8,128,1085,99.71,10.0
8,0,0,2,1650,9,125,1055,99.77,12.0
9,0,0,2,1650,10,116,1129,99.93,68.0
10,0,0,2,1650,3,133,1047,99.96,15.0
11,0,0,2,1650,5,127,1129,100.32,36.0
-1,0,0,2,1650,0,111,0,0,-1
1,0,0,2,1200,6,130,1089,69.18,8.5
2,0,0,2,1200,11,130,1167,69.42,14.0
3,0,0,2,1200,3,127,1167,69.49,2.5
4,0,0,2,1200,12,113,1120,69.68,11.0
5,0,0,2,1200,8,117,1186,69.79,86.0
6,0,0,2,1200,5,131,1200,69.82,10.0
7,0,0,2,1200,1,129,1150,70.0,8.2
8,0,0,2,1200,2,113,1111,70.23,70.0
9,0,0,2,1200,4,127,1136,70.24,66.0
10,0,0,2,1200,9,132,1153,70.41,40.0
11,0,0,2,1200,10,133,1079,70.64,4.6
12,0,0,2,1200,7,131,1219,70.9,25.0
1,0,0,2,1800,2,116,1137,109.71,13.0
2,0,0,2,1800,5,119,1060,109.79,2.9
3,0,0,2,1800,12,131,1083,109.9,63.0
4,0,0,2,1800,4,125,1029,109.93,8.6
5,0,0,2,1800,6,119,1065,109.98,20.0
6,0,0,2,1800,11,123,1051,110.02,17.0
7,0,0,2,1800,8,112,1026,110.05,44.0
8,0,0,2,1800,7,114,1024,110.15,10.0
9,0,0,2,1800,3,119,1119,110.16,48.0
10,0,0,2,1800,9,132,1071,110.41,4.1
11,0,0,2,1800,1,125,1136,110.86,6.4
12,0,0,2,1800,10,132,1127,111.1,34.0
1,0,0,2,1200,6,125,1119,70.31,4.5
2,0,0,2,1200,5,119,1029,70.45,10.0
3,0,0,2,1200,12,131,1172,70.52,14.0
4,0,0,2,1200,7,128,1077,70.69,7.8
5,0,0,2,1200,1,118,1121,70.8,19.0
6,0,0,2,1200,4,133,1062,70.87,2.4
7,0,0,2,1200,2,114,1249,71.12,201.0
8,0,0,2,1200,8,115,1078,71.23,21.0
9,0,0,2,1200,10,123,933,71.26,9.5
10,0,0,2,1200,3,125,1171,71.27,78.0
11,0,0,2,1200,9,118,1094,71.35,96.0
12,0,0,2,1200,11,120,1040,71.38,20.0
1,0,0,2,1650,2,128,1063,100.58,2.9
2,0,0,2,1650,10,127,1061,100.63,5.9
3,0,0,2,1650,5,130,1193,100.77,29.0
4,0,0,2,1650,7,129,1218,100.86,3.5
5,0,0,2,1650,6,131,1082,100.95,11.0
6,0,0,2,1650,9,133,1111,101.01,13.0
7,0,0,2,1650,12,118,1026,101.01,46.0
8,0,0,2,1650,1,113,1120,101.04,65.0
9,0,0,2,1650,8,132,1229,101.06,15.0
10,0,0,2,1650,3,132,1041,101.11,28.0
11,0,0,2,1650,11,128,1124,101.7,22.0
12,0,0,2,1650,4,113,1039,101.92,26.0
-1,0,0,2,1650,0,131,0,0,-1
1,0,0,2,1200,3,133,1083,71.01,7.6
2,0,0,2,1200,6,121,1052,71.06,10.0
3,0,0,2,1200,2,131,1208,71.1,2.7
4,0,0,2,1200,1,124,1097,71.11,6.2
5,0,0,2,1200,8,128,1213,71.51,55.0
6,0,0,2,1200,11,121,1186,71.62,198.0
7,0,0,2,1200,12,124,1038,71.63,4.7
8,0,0,2,1200,9,119,1095,71.89,33.0
9,0,0,2,1200,10,112,1254,71.96,191.0
10,0,0,2,1200,7,122,1001,72.0,7.9
11,0,0,2,1200,4,113,1227,72.02,16.0
12,0,0,2,1200,5,126,1097,72.69,408.0
-1,0,0,2,1200,0,124,0,0,-1
1,0,0,2,1650,1,129,1047,99.8,4.0
2,0,0,2,1650,12,123,1081,99.98,11.0
3,0,0,2,1650,3,122,1055,100.09,3.9
4,0,0,2,1650,2,131,1132,100.15,6.7
5,0,0,2,1650,6,113,1116,100.23,17.0
6,0,0,2,1650,5,120,1093,100.24,15.0
7,0,0,2,1650,8,126,1117,100.54,31.0
8,0,0,2,1650,4,122,1133,100.95,26.0
9,0,0,2,1650,11,133,1104,101.47,4.2
10,0,0,2,1650,9,112,1010,101.7,96.0
11,0,0,2,1650,10,114,1080,102.09,34.0
12,0,0,2,1650,7,119,1087,102.14,159.0
1,0,0,2,1650,1,115,1141,100.0,3.1
2,0,0,2,1650,3,113,1072,100.26,16.0
3,0,0,2,1650,5,126,1019,100.45,17.0
4,0,0,2,1650,7,128,1083,100.53,4.5
5,0,0,2,1650,11,115,1169,100.73,99.0
6,0,0,2,1650,9,119,1094,100.78,8.4
7,0,0,2,1650,10,129,1180,100.98,23.0
8,0,0,2,1650,6,131,1187,101.1,66.0
9,0,0,2,1650,4,120,1100,101.13,11.0
10,0,0,2,1650,2,133,1116,101.15,7.0
11,0,0,2,1650,8,120,1093,101.59,7.4
1,0,0,2,1200,6,130,1170,69.66,2.6
2,0,0,2,1200,12,122,1129,69.78,11.0
3,0,0,2,1200,4,120,1135,69.83,3.8
4,0,0,2,1200,3,128,1189,70.07,12.0
5,0,0,2,1200,2,115,1091,70.1,22.0
6,0,0,2,1200,7,127,1024,70.5,118.0
7,0,0,2,1200,5,121,1163,70.54,14.0
8,0,0,2,1200,1,120,1147,70.91,10.0
9,0,0,2,1200,9,120,1086,70.95,15.0
10,0,0,2,1200,11,117,1087,71.38,11.0
11,0,0,2,1200,8,113,1085,72.97,132.0
12,0,0,2,1200,10,118,1124,73.31,37.0
-1,0,0,2,1200,0,128,0,0,-1
1,0,0,2,1200,10,133,1143,70.56,6.3
2,0,0,2,1200,4,117,1152,70.8,4.3
3,0,0,2,1200,6,115,1100,70.88,3.7
4,0,0,2,1200,3,112,1042,70.89,4.8
5,0,0,2,1200,7,122,1019,70.9,10.0
6,0,0,2,1200,1,117,1105,71.02,6.6
7,0,0,2,1200,2,127,1160,71.22,24.0
8,0,0,2,1200,9,123,1203,71.31,82.0
9,0,0,2,1200,12,125,1112,71.34,85.0
10,0,0,2,1200,8,117,961,71.4,166.0
11,0,0,2,1200,11,122,1039,71.48,253.0
12,0,0,2,1200,5,125,1071,71.91,36.0
1,0,0,2,1650,8,129,1098,101.23,8.5
2,0,0,2,1650,7,130,1139,101.4,19.0
3,0,0,2,1650,4,116,1035,101.64,13.0
4,0,0,2,1650,11,129,1125,101.65,13.0
5,0,0,2,1650,6,123,1034,101.65,11.0
6,0,0,2,1650,3,133,1022,101.75,2.4
7,0,0,2,1650,2,125,1028,101.76,21.0
8,0,0,2,1650,1,126,1276,101.92,3.9
9,0,0,2,1650,9,121,1146,102.2,54.0
10,0,0,2,1650,10,116,1081,102.42,123.0
11,0,0,2,1650,5,118,1212,102.71,16.0
-1,0,0,2,1650,0,122,0,0,-1
1,0,0,2,1200,1,132,1133,70.46,7.5
2,0,0,2,1200,8,122,1199,70.54,5.1
3,0,0,2,1200,7,132,1002,70.55,23.0
4,0,0,2,1200,5,128,1221,70.56,5.5
5,0,0,2,1200,10,128,1107,70.63,6.6
6,0,0,2,1200,6,125,1042,70.66,10.0
7,0,0,2,1200,11,127,1102,70.78,18.0
8,0,0,2,1200,3,117,995,70.93,33.0
9,0,0,2,1200,2,131,1081,70.94,4.3
10,0,0,2,1200,12,120,1061,71.06,14.0
11,0,0,2,1200,4,124,996,71.28,257.0
12,0,0,2,1200,9,119,1127,72.55,56.0
1,0,0,2,1200,2,128,1193,69.58,3.0
2,0,0,2,1200,10,120,1120,69.66,5.2
3 ,0,0,2,1200,4,127,1095,69.67,16.0
3 ,0,0,2,1200,9,120,1116,69.67,6.6
5,0,0,2,1200,6,122,1127,69.69,10.0
6,0,0,2,1200,1,125,1176,69.81,11.0
7,0,0,2,1200,11,119,1095,69.89,16.0
8,0,0,2,1200,3,127,1152,69.95,9.0
9,0,0,2,1200,7,113,1075,70.02,12.0
10,0,0,2,1200,8,121,1197,70.06,97.0
11,0,0,2,1200,12,131,1131,70.07,33.0
12,0,0,2,1200,5,128,1080,71.27,227.0
1,0,0,2,1650,2,126,1019,99.76,4.1
2,0,0,2,1650,5,119,1161,99.94,2.5
3,0,0,2,1650,8,131,1056,100.01,6.8
4,0,0,2,1650,12,116,1176,100.57,57.0
5,0,0,2,1650,6,117,1154,100.65,29.0
6,0,0,2,1650,1,123,1186,100.69,10.0
7,0,0,2,1650,4,126,1123,100.74,17.0
8,0,0,2,1650,11,122,1286,100.96,95.0
9,0,0,2,1650,3,112,1181,101.09,15.0
10,0,0,2,1650,9,115,1095,101.16,24.0
11,0,0,2,1650,10,124,1034,101.24,12.0
12,0,0,2,1650,7,127,1271,104.29,55.0
1,0,0,2,1200,1,133,1051,69.87,2.7
2,0,0,2,1200,11,120,1184,69.98,6.5
3,0,0,2,1200,2,124,1142,69.99,7.9
4,0,0,2,1200,3,130,1109,70.01,11.0
5,0,0,2,1200,5,129,1138,70.13,5.7
6,0,0,2,1200,6,127,1217,70.17,8.3
7,0,0,2,1200,9,123,1149,70.29,17.0
8,0,0,2,1200,4,119,1241,70.41,13.0
9,0,0,2,1200,7,115,1046,70.53,175.0
10,0,0,2,1200,8,125,1065,71.11,50.0
11,0,0,2,1200,10,121,1138,71.14,43.0
1,0,0,2,1800,8,115,1036,109.78,6.0
2,0,0,2,1800,1,127,1084,109.79,5.1
3,0,0,2,1800,7,119,1032,109.84,32.0
4,0,0,2,1800,12,128,1111,109.9,7.3
5,0,0,2,1800,2,122,1041,109.99,3.2
6,0,0,2,1800,11,128,1018,110.01,31.0
7,0,0,2,1800,5,112,1080,110.07,19.0
8,0,0,2,1800,4,116,1110,110.09,30.0
9,0,0,2,1800,6,112,1034,110.14,16.0
10,0,0,2,1800,10,127,1061,110.28,19.0
11,0,0,2,1800,3,128,1054,110.33,13.0
12,0,0,2,1800,9,116,1115,110.54,13.0
1,0,0,2,1200,1,118,1202,69.39,3.0
2,0,0,2,1200,6,127,1143,69.5,9.9
3,0,0,2,1200,4,123,1045,69.67,2.9
4,0,0,2,1200,5,132,1095,69.74,7.8
5,0,0,2,1200,9,120,1007,70.02,10.0
6,0,0,2,1200,7,121,1027,70.07,11.0
7,0,0,2,1200,11,126,1094,70.62,344.0
8,0,0,2,1200,12,133,1103,70.69,171.0
9,0,0,2,1200,3,126,1156,70.77,149.0
10,0,0,2,1200,8,122,1092,70.84,19.0
11,0,0,2,1200,2,128,1063,71.09,362.0
12,0,0,2,1200,10,122,1065,71.35,18.0
1,0,0,2,1000,1,118,1134,56.83,6.7
2,0,0,2,1000,4,120,1136,56.92,8.4
3,0,0,2,1000,3,129,1181,57.02,30.0
4,0,0,2,1000,11,128,1145,57.23,60.0
5,0,0,2,1000,2,133,1206,57.24,3.5
6,0,0,2,1000,5,128,1133,57.26,10.0
7,0,0,2,1000,12,128,1098,57.27,24.0
8,0,0,2,1000,6,116,1004,57.35,14.0
9,0,0,2,1000,9,119,1230,57.45,39.0
10,0,0,2,1000,10,119,1014,57.56,5.1
11,0,0,2,1000,7,118,1043,57.66,5.6
12,0,0,2,1000,8,123,1247,58.57,185.0
-1,0,0,2,1000,0,126,0,0,-1
1,0,0,2,1650,2,133,1187,99.19,3.5
2,0,0,2,1650,9,116,1106,99.41,9.5
3,0,0,2,1650,5,130,1048,99.42,4.9
4,0,0,2,1650,6,131,1122,99.65,16.0
5,0,0,2,1650,7,123,1091,99.66,9.5
6,0,0,2,1650,11,133,1106,99.67,5.9
7,0,0,2,1650,3,122,1193,99.89,9.7
8,0,0,2,1650,10,118,1123,100.09,35.0
9,0,0,2,1650,12,117,1033,100.18,77.0
10,0,0,2,1650,8,119,1111,100.53,30.0
11,0,0,2,1650,1,125,1140,100.64,10.0
12,0,0,2,1650,4,127,1159,101.97,181.0
1,0,0,2,1200,1,127,1132,70.06,8.2
2,0,0,2,1200,6,133,1022,70.25,4.0
3,0,0,2,1200,2,133,1126,70.26,5.1
4,0,0,2,1200,12,130,1106,70.29,35.0
5,0,0,2,1200,3,125,1208,70.3,15.0
6,0,0,2,1200,7,120,1102,70.47,18.0
7,0,0,2,1200,11,117,979,70.59,209.0
8,0,0,2,1200,9,124,1188,70.65,4.3
9,0,0,2,1200,5,126,1164,70.99,13.0
10,0,0,2,1200,8,123,1204,71.2,32.0
11,0,0,2,1200,4,133,1236,71.49,15.0
12,0,0,2,1200,10,127,1084,71.74,10.0
1,0,0,2,1650,1,123,1120,99.96,10.0
2,0,0,2,1650,10,123,1071,100.1,3.6
3,0,0,2,1650,2,127,1049,100.24,4.4
4,0,0,2,1650,12,127,1078,100.28,9.3
5,0,0,2,1650,9,117,1169,100.31,56.0
6,0,0,2,1650,6,133,1128,100.36,10.0
7,0,0,2,1650,7,121,1094,100.47,16.0
8,0,0,2,1650,5,119,1202,100.55,6.7
9,0,0,2,1650,11,127,1116,100.61,19.0
10,0,0,2,1650,4,119,1025,100.77,17.0
11,0,0,2,1650,8,125,1214,100.84,14.0
12,0,0,2,1650,3,129,1058,101.54,285.0
1,0,0,2,1200,6,123,1148,69.58,16.0
2,0,0,2,1200,2,119,1167,69.79,12.0
3,0,0,2,1200,4,113,1174,69.82,13.0
4,0,0,2,1200,5,116,1077,69.87,1.5
5,0,0,2,1200,12,126,1089,70.04,12.0
6,0,0,2,1200,11,125,1012,70.14,80.0
7,0,0,2,1200,9,114,1137,70.2,22.0
8,0,0,2,1200,7,133,1103,70.46,8.7
9,0,0,2,1200,8,117,1099,70.68,21.0
10,0,0,2,1200,1,122,1057,71.04,27.0
11,0,0,2,1200,3,115,1131,71.08,126.0
12,0,0,2,1200,10,118,1149,71.17,139.0
-1,0,0,2,1200,0,132,0,0,-1
1,0,0,2,1200,11,127,1164,69.09,2.8
2,0,0,2,1200,2,126,1092,69.23,6.0
3,0,0,2,1200,12,123,1145,69.28,44.0
4,0,0,2,1200,5,122,1091,69.29,17.0
5,0,0,2,1200,6,118,1135,69.34,5.7
6,0,0,2,1200,3,117,1074,69.37,11.0
7,0,0,2,1200,10,113,1155,69.37,42.0
8,0,0,2,1200,7,133,1115,69.64,6.7
9,0,0,2,1200,8,123,1092,69.69,9.5
10,0,0,2,1200,1,121,1091,69.74,24.0
11,0,0,2,1200,9,118,1111,69.92,113.0
12,0,0,2,1200,4,124,1178,70.01,55.0
1,0,0,2,1650,6,133,1050,100.36,2.8
2,0,0,2,1650,11,132,1090,100.55,11.0
3,0,0,2,1650,1,114,1053,100.56,18.0
4,0,0,2,1650,8,122,1289,100.67,74.0
5,0,0,2,1650,5,130,1210,100.72,5.1
6,0,0,2,1650,4,124,1271,101.03,14.0
7,0,0,2,1650,9,122,1032,101.04,8.4
8,0,0,2,1650,7,118,1018,101.13,19.0
9,0,0,2,1650,3,118,1037,101.74,68.0
10,0,0,2,1650,10,129,1064,102.19,210.0
11,0,0,2,1650,12,121,1110,103.61,5.7
-1,0,0,2,1650,2,127,1045,0,13.0
1,0,0,2,1000,7,133,1131,57.67,9.6
2,0,0,2,1000,3,116,1114,57.7,6.7
3,0,0,2,1000,6,128,1224,57.86,6.8
4,0,0,2,1000,2,129,1060,57.87,33.0
5,0,0,2,1000,10,119,1135,57.95,4.9
6,0,0,2,1000,1,114,1070,57.96,13.0
7,0,0,2,1000,5,127,1207,57.97,2.6
8,0,0,2,1000,11,126,1027,58.17,350.0
9,0,0,2,1000,4,115,1217,58.22,10.0
10,0,0,2,1000,12,126,1096,58.35,212.0
11,0,0,2,1000,8,126,1093,58.53,55.0
12,0,0,2,1000,9,126,1221,59.64,395.0
1,0,0,2,1650,2,121,1078,100.74,6.3
2,0,0,2,1650,1,123,1025,100.84,15.0
3,0,0,2,1650,10,118,1114,100.99,88.0
4,0,0,2,1650,11,133,1193,101.05,6.3
5,0,0,2,1650,9,131,1048,101.17,4.3
6,0,0,2,1650,5,132,1039,101.4,28.0
7,0,0,2,1650,6,133,1098,101.52,4.2
8,0,0,2,1650,12,133,1019,101.54,11.0
9,0,0,2,1650,7,120,1212,101.76,21.0
10,0,0,2,1650,3,129,1036,101.84,236.0
11,0,0,2,1650,8,132,1200,101.9,10.0
12,0,0,2,1650,4,124,1038,102.39,12.0
1,0,0,2,1200,6,129,1217,70.39,4.6
2,0,0,2,1200,1,133,1198,70.42,2.1
3,0,0,2,1200,9,121,1115,70.43,22.0
4,0,0,2,1200,3,118,1088,70.47,15.0
5,0,0,2,1200,2,125,1035,70.53,4.2
6,0,0,2,1200,5,133,1153,70.73,9.9
7,0,0,2,1200,11,122,1106,70.74,313.0
8,0,0,2,1200,12,131,1116,70.75,28.0
9,0,0,2,1200,8,131,1072,70.77,24.0
10,0,0,2,1200,7,122,1097,72.42,262.0
11,0,0,2,1200,4,125,1202,76.2,503.0
-1,0,0,2,1200,0,133,0,0,-1
1,0,0,2,1200,1,122,1128,69.36,3.4
2,0,0,2,1200,5,112,1070,69.75,21.0
3,0,0,2,1200,3,129,1095,69.87,7.7
4,0,0,2,1200,4,124,1049,69.9,6.6
5,0,0,2,1200,12,120,1061,70.23,29.0
6,0,0,2,1200,8,125,1154,70.46,12.0
7,0,0,2,1200,11,118,1202,70.46,412.0
8,0,0,2,1200,9,133,1156,70.56,2.2
9,0,0,2,1200,6,124,1273,71.27,98.0
10,0,0,2,1200,7,114,1105,71.45,94.0
11,0,0,2,1200,10,117,1074,71.92,82.0
12,0,0,2,1200,2,124,1083,72.55,479.0
1,0,0,2,1650,6,124,1048,99.98,4.5
2,0,0,2,1650,10,124,1046,100.1,4.4
3,0,0,2,1650,2,127,1001,100.19,8.2
4,0,0,2,1650,3,121,1230,100.28,25.0
5,0,0,2,1650,4,114,1071,100.32,10.0
6,0,0,2,1650,5,131,1191,100.34,33.0
7,0,0,2,1650,9,130,1047,100.5,2.3
8,0,0,2,1650,8,118,1084,101.19,397.0
9,0,0,2,1650,1,121,986,101.54,38.0
10,0,0,2,1650,12,128,1147,101.86,63.0
11,0,0,2,1650,11,129,1252,102.18,97.0
12,0,0,2,1650,7,121,1152,102.54,289.0
1,0,0,2,1200,5,127,1213,69.57,4.9
2,0,0,2,1200,12,133,1136,69.74,12.0
3,0,0,2,1200,7,121,1132,69.76,5.1
4,0,0,2,1200,3,124,1127,69.87,2.2
5,0,0,2,1200,9,120,1124,69.89,6.4
6,0,0,2,1200,1,112,1044,70.06,41.0
7,0,0,2,1200,2,115,996,70.24,236.0
8,0,0,2,1200,8,126,1111,70.35,51.0
9,0,0,2,1200,6,114,1114,70.56,125.0
10,0,0,2,1200,4,126,1101,70.6,53.0
11,0,0,2,1200,11,129,1187,70.65,25.0
12,0,0,2,1200,10,114,1099,70.82,140.0
1,0,0,2,1650,10,123,1089,99.76,11.0
2,0,0,2,1650,3,118,1043,99.83,25.0
3,0,0,2,1650,6,133,1096,99.95,8.6
4,0,0,2,1650,5,124,1087,99.99,9.0
5,0,0,2,1650,2,128,1058,100.0,2.7
6,0,0,2,1650,1,133,1053,100.07,3.4
7,0,0,2,1650,8,121,1167,100.1,16.0
8,0,0,2,1650,12,118,1104,100.35,37.0
9,0,0,2,1650,4,125,1049,100.35,41.0
10,0,0,2,1650,11,125,1145,100.63,20.0
11,0,0,2,1650,9,127,1138,100.97,29.0
12,0,0,2,1650,7,119,1037,102.5,345.0
1,0,0,2,1200,3,125,1021,70.45,46.0
2,0,0,2,1200,4,123,1027,70.47,2.4
3,0,0,2,1200,1,118,1108,70.51,7.4
4,0,0,2,1200,9,118,1072,70.66,34.0
5,0,0,2,1200,7,127,1085,70.73,8.7
6,0,0,2,1200,10,123,1110,70.77,10.0
7,0,0,2,1200,5,129,1079,70.77,26.0
8,0,0,2,1200,11,131,1140,70.85,14.0
9,0,0,2,1200,12,132,1004,70.9,7.6
10,0,0,2,1200,8,127,1223,70.94,7.6
11,0,0,2,1200,2,120,1021,71.24,217.0
12,0,0,2,1200,6,114,1068,71.25,32.0
1,0,0,2,1200,12,120,1099,70.22,2.4
2,0,0,2,1200,4,120,1095,70.27,21.0
3,0,0,2,1200,3,123,1041,70.31,4.7
4,0,0,2,1200,5,118,1145,70.37,8.2
5,0,0,2,1200,7,126,1106,70.48,50.0
6,0,0,2,1200,8,129,1111,70.54,9.3
7,0,0,2,1200,2,133,997,70.58,15.0
8,0,0,2,1200,11,125,1121,70.67,10.0
9,0,0,2,1200,1,114,978,70.7,44.0
10,0,0,2,1200,6,123,1111,70.71,27.0
11,0,0,2,1200,10,122,1113,70.92,34.0
12,0,0,2,1200,9,124,1037,72.14,20.0
1,0,0,2,1200,2,127,1036,69.42,4.0
2,0,0,2,1200,3,123,1090,69.57,9.8
3,0,0,2,1200,5,119,1192,69.7,2.3
4,0,0,2,1200,1,110,1051,69.82,10.0
5,0,0,2,1200,12,128,1073,70.05,8.6
6,0,0,2,1200,8,123,1107,70.33,34.0
7,0,0,2,1200,7,130,1147,70.34,14.0
8,0,0,2,1200,6,124,1009,70.68,24.0
9,0,0,2,1200,9,133,1160,70.72,19.0
10,0,0,2,1200,11,119,1060,70.83,216.0
11,0,0,2,1200,10,115,1200,70.91,217.0
12,0,0,2,1200,4,128,1239,71.22,54.0
1,0,0,2,1000,9,124,990,56.79,3.3
2,0,0,2,1000,10,129,1151,56.95,10.0
3,0,0,2,1000,2,127,1122,57.03,13.0
4,0,0,2,1000,5,130,1126,57.16,7.0
5,0,0,2,1000,12,131,1183,57.25,32.0
6,0,0,2,1000,3,119,1143,57.29,4.8
7,0,0,2,1000,4,131,1143,57.52,12.0
8,0,0,2,1000,6,119,1227,57.62,25.0
9,0,0,2,1000,7,124,1149,57.67,7.1
10,0,0,2,1000,8,128,1093,57.81,18.0
11,0,0,2,1000,11,118,1121,57.82,32.0
12,0,0,2,1000,1,116,1133,58.14,73.0
1,0,0,2,1650,1,130,1046,99.89,6.4
2,0,0,2,1650,9,126,1151,100.07,6.2
3,0,0,2,1650,4,123,1102,100.1,7.0
4,0,0,2,1650,8,124,1162,100.15,40.0
5,0,0,2,1650,5,127,1106,100.16,6.9
6,0,0,2,1650,11,130,1060,100.22,31.0
7,0,0,2,1650,2,133,1093,100.22,2.4
8,0,0,2,1650,7,131,1181,100.24,18.0
9,0,0,2,1650,3,131,1159,100.58,15.0
10,0,0,2,1650,10,116,1221,101.17,98.0
11,0,0,2,1650,12,121,1143,101.38,154.0
12,0,0,2,1650,6,120,987,102.55,65.0
1,0,0,2,1000,10,120,1180,56.66,4.3
2,0,0,2,1000,2,118,1207,56.71,9.2
3,0,0,2,1000,6,125,1099,56.74,6.9
4,0,0,2,1000,9,122,1079,56.93,32.0
5,0,0,2,1000,11,120,1113,56.93,48.0
6,0,0,2,1000,3,119,1183,56.96,14.0
7,0,0,2,1000,4,130,1080,57.03,2.3
8,0,0,2,1000,12,119,1133,57.15,80.0
9,0,0,2,1000,1,126,1165,57.18,8.5
10,0,0,2,1000,5,128,1098,57.56,55.0
11,0,0,2,1000,7,124,1112,57.65,74.0
12,0,0,2,1000,8,116,1047,57.66,61.0
-1,0,0,2,1000,0,123,0,0,-1
1,0,0,2,1200,3,122,1101,70.12,1.8
2,0,0,2,1200,9,124,1081,70.23,4.4
3,0,0,2,1200,10,132,1105,70.41,19.0
4,0,0,2,1200,4,133,1142,70.51,18.0
5,0,0,2,1200,12,131,1025,70.74,13.0
6,0,0,2,1200,1,125,1130,70.78,29.0
7,0,0,2,1200,11,124,1203,70.8,80.0
8,0,0,2,1200,5,127,1125,70.82,14.0
9,0,0,2,1200,6,109,1194,70.84,35.0
10,0,0,2,1200,7,129,1165,70.92,14.0
11,0,0,2,1200,2,123,1186,70.97,31.0
12,0,0,2,1200,8,125,997,71.83,411.0
-1,0,0,2,1200,0,119,0,0,-1
1,0,0,2,1650,2,126,1125,100.11,12.0
2,0,0,2,1650,10,131,1050,100.16,4.6
3,0,0,2,1650,9,129,1046,100.17,5.0
4,0,0,2,1650,11,131,1138,100.27,36.0
5,0,0,2,1650,3,118,1086,100.34,23.0
6,0,0,2,1650,4,131,1106,100.52,2.8
7,0,0,2,1650,8,117,1158,100.55,10.0
8,0,0,2,1650,5,122,1183,100.69,8.8
9,0,0,2,1650,1,125,1042,100.74,192.0
10,0,0,2,1650,6,121,1101,100.91,15.0
11,0,0,2,1650,12,126,993,101.39,240.0
12,0,0,2,1650,7,126,1049,101.41,77.0
1,0,0,2,1200,8,114,1096,69.68,39.0
2,0,0,2,1200,1,130,1092,69.8,6.4
3,0,0,2,1200,4,117,1135,69.84,5.9
4,0,0,2,1200,2,133,1140,69.89,3.0
5,0,0,2,1200,11,124,1188,69.95,7.0
6,0,0,2,1200,5,127,1222,70.25,14.0
7,0,0,2,1200,6,133,1166,70.48,4.7
8 ,0,0,2,1200,7,125,1085,70.55,97.0
8 ,0,0,2,1200,12,121,1080,70.55,34.0
10,0,0,2,1200,9,121,1070,70.63,26.0
11,0,0,2,1200,10,125,1235,71.26,64.0
12,0,0,2,1200,3,110,1067,71.29,69.0
1,0,0,2,1200,3,126,1206,69.73,3.7
2,0,0,2,1200,11,132,1218,70.03,19.0
3,0,0,2,1200,2,114,1176,70.21,7.8
4,0,0,2,1200,10,127,1074,70.26,42.0
5,0,0,2,1200,4,121,968,70.32,30.0
6,0,0,2,1200,5,120,1189,70.45,2.5
7,0,0,2,1200,12,121,1062,70.57,248.0
8,0,0,2,1200,9,130,1193,70.59,8.5
9,0,0,2,1200,6,116,1193,70.87,7.7
10,0,0,2,1200,1,128,1109,71.03,129.0
11,0,0,2,1200,8,133,1109,71.05,25.0
-1,0,0,2,1200,7,125,1061,0,68.0
1,0,0,2,1200,4,115,1135,69.17,11.0
2,0,0,2,1200,9,132,1182,69.31,2.3
3,0,0,2,1200,6,128,1147,69.32,5.8
4,0,0,2,1200,2,116,1080,69.34,3.1
5,0,0,2,1200,7,125,1092,69.44,23.0
6,0,0,2,1200,12,118,1143,69.56,102.0
7,0,0,2,1200,3,121,1180,69.68,19.0
8,0,0,2,1200,1,123,1035,69.79,15.0
9,0,0,2,1200,11,114,1091,69.85,137.0
10,0,0,2,1200,10,114,1082,69.89,65.0
11,0,0,2,1200,8,116,1254,69.95,331.0
12,0,0,2,1200,5,116,1195,70.27,147.0
-1,0,0,2,1200,0,133,0,0,-1
1,0,0,2,1650,3,127,1157,100.01,10.0
2,0,0,2,1650,9,125,1133,100.15,22.0
3,0,0,2,1650,5,117,1085,100.16,48.0
4,0,0,2,1650,4,117,1062,100.2,4.9
5,0,0,2,1650,2,122,1061,100.2,4.4
6,0,0,2,1650,12,131,1079,100.21,31.0
7,0,0,2,1650,6,119,1197,100.21,3.6
8,0,0,2,1650,10,124,1061,100.31,20.0
9,0,0,2,1650,1,128,1044,100.4,5.3
10,0,0,2,1650,11,118,1157,100.95,73.0
11,0,0,2,1650,8,120,1218,101.76,15.0
12,0,0,2,1650,7,116,1144,101.78,396.0
-1,0,0,2,1650,0,126,0,0,-1
1,0,0,2,1200,10,120,1158,69.33,9.0
